query_id,Query,Dataset,Failure Type,Doc in Top-5
q_59c2b6e1928cd1c9,what diseases can skin rashes,ms_marco,Semantic Miss,0
q_0752311856bb4cf1,what does ounce mean,ms_marco,Ranking Error,1
q_006f273bb699ed98,what is a snowy owl's climate,ms_marco,Ranking Error,1
q_cde06938d3914e06,where does water reabsorption occur,ms_marco,Semantic Miss,0
q_91c96b3bd6501a42,is a mri a test or imaging,ms_marco,Ranking Error,1
q_0a758885bbe34dc8,why volcanoes occur,ms_marco,Ranking Error,1
q_2c8de61534152846,what is the largest muscle in the body,ms_marco,Ranking Error,1
q_05fe92101e2c73c8,are all fungi multicellular,ms_marco,Ranking Error,1
q_304193d6e4a1622f,what sort of mouth does barbus barbus have,ms_marco,Ranking Error,1
q_1c7fb22b8812ccb5,what is a cowl,ms_marco,Ranking Error,1
q_55b524b96b494020,geothermal cost to install,ms_marco,Semantic Miss,0
q_db3cfb4956a50b92,why is a pineapple called a pineapple,ms_marco,Semantic Miss,0
q_27ffce3310c7f7cd,why are gas prices going up in oregon,ms_marco,Ranking Error,1
q_f89fef3758d0ef1e,is cholesterol only found in animal products,ms_marco,Ranking Error,1
q_495b41017ddbb282,what is brand archetype or essence,ms_marco,Ranking Error,1
q_b81982d8c0a2f006,what nutrients are in bacon,ms_marco,Ranking Error,1
q_b2b6210b91a6551f,how much does southwest charge to change a reservation to another person,ms_marco,Ranking Error,1
q_e4a2a275a1587286,what is the book of life,ms_marco,Ranking Error,1
q_835d1022d0a5a9ef,how long is marijuana in your system,ms_marco,Ranking Error,1
q_94adb893cd300d76,what are examples of GMOs,ms_marco,Ranking Error,1
q_f19019ef0dfa39c0,calories in a egg,ms_marco,Ranking Error,1
q_37ec0aa81c0864c4,plasmids definition biology,ms_marco,Semantic Miss,0
q_be906b3bc554721e,What was the final score of the game between the Panthers and the Seahawks?,squad,Ranking Error,1
q_e0307276c7916d75,how much does a circuit judge make,ms_marco,Ranking Error,1
q_7a3ac415f68996c9,Who if the commissioner of the NFL?,squad,Ranking Error,1
q_5668bad4a953e3e4,bandwidth utilization definition,ms_marco,Ranking Error,1
q_545215642b65c503,what level of oxygen is dangerous,ms_marco,Ranking Error,1
q_49249052d65d3796,what is denitrification,ms_marco,Ranking Error,1
q_7e964312fe935364,what is venus,ms_marco,Ranking Error,1
q_71235ae1bb3db1a0,What is preschool required for?,squad,Ranking Error,1
q_53872219ebd88ef6,how to establish salary ranges,ms_marco,Ranking Error,1
q_12b8bc65aa38f13c,how much does ipl facial cost,ms_marco,Ranking Error,1
q_0a778ef11874cd2c,what is acetoin,ms_marco,Ranking Error,1
q_d20cb145289a4bc2,Creates the email,code_search_net,Ranking Error,1
q_10ba9fdea270299b,what is a gini coefficient,ms_marco,Ranking Error,1
q_6a4c81b930dee35e,what is dapper,ms_marco,Ranking Error,1
q_7d2e5718091b182e,is heat intolerance is associated with pituitary gland,ms_marco,Ranking Error,1
q_92866ca2c2faf2bf,maine average temperature,ms_marco,Ranking Error,1
q_da13b3302b39f67f,how much do radiologists techs make an hour,ms_marco,Ranking Error,1
q_91aa976fca7b662b,what cells contain hemoglobin genes,ms_marco,Ranking Error,1
q_6e77434104472262,cost to replace heat pump and furnace,ms_marco,Ranking Error,1
q_7598c103119b2116,how much is a chef paid well,ms_marco,Ranking Error,1
q_e83745745ea1b10f,what is opportunity qualification process,ms_marco,Ranking Error,1
q_9aecd1a60b8f83a3,what is culture within a business,ms_marco,Ranking Error,1
q_6fba5986e4acf19d,what type of response by the afferent arterioles,ms_marco,Ranking Error,1
q_4347625c07fd24a4,where was laura ingalls wilder born,ms_marco,Ranking Error,1
q_92f5232d60365065,where is the blarney castle in ireland,ms_marco,Ranking Error,1
q_5e5f173e9fde27e2,is it normal to get period week after your period,ms_marco,Ranking Error,1
q_8212edb14a810e1e,how long is a teaching degree,ms_marco,Ranking Error,1
q_66d2e417936a867e,what dominant traits are advantageous,ms_marco,Ranking Error,1
q_1081ae792d014c0d,how to start a doggie daycare business from home,ms_marco,Semantic Miss,0
q_803ef0ee7033da63,What two other rulers had their graves hidden under a river?,squad,Ranking Error,1
q_588e9a7f48d422a9,cost of renewing a passport,ms_marco,Ranking Error,1
q_7aa4ec6bb55b20a6,how thick should a driveway cap be,ms_marco,Semantic Miss,0
q_e90e0c54a73f01cf,"What type of degree must a teacher have, at a minimum?",squad,Ranking Error,1
q_2e823a7c4cd0faf8,how to change your pc login password,ms_marco,Semantic Miss,0
q_31860aa88bbcfc39,is penicillin a bacteriostatic,ms_marco,Ranking Error,1
q_feb41fc86b35399d,actor that played joker in the dark knight,ms_marco,Ranking Error,1
q_8d0790c57a293ca8,what are characteristics of a republic government,ms_marco,Ranking Error,1
q_72350f085b880b94,examples of opportunistic fungi,ms_marco,Ranking Error,1
q_c018e33b5a2fc760,geography what research methods do they use,ms_marco,Ranking Error,1
q_cc6e7bc0466eae45,typical aso service fee,ms_marco,Ranking Error,1
q_7652a0223394def1,what is dust from mites,ms_marco,Ranking Error,1
q_cbc073e61d42316e,When was virgin media rebranded from NTL Telewest?,squad,Ranking Error,1
q_6a9b6e86f24ea0f8,what causes takayasu arteritis,ms_marco,Semantic Miss,0
q_cf5e4ca3ee22a1c3,what structures are associated with cell movement,ms_marco,Ranking Error,1
q_d265c02aafca40e8,what means irie,ms_marco,Ranking Error,1
q_17db682a1a825ef4,what does a teardrop tattoo by the eye mean,ms_marco,Ranking Error,1
q_c1d17b8dff93300f,"Mushrooms are an example of what type of organism, which includes beneficial and toxic specimens?",sciq,Ranking Error,1
q_aac58584282d658d,ufc membership cost,ms_marco,Ranking Error,1
q_08670322099bbd3d,what does the rpc server is unavailable mean,ms_marco,Ranking Error,1
q_7dedb3a75eaa9694,is als disease curable,ms_marco,Ranking Error,1
q_301b440647464b5d,what does moreton mean,ms_marco,Ranking Error,1
q_56cd18d3f395ca0f,what are good fat food,ms_marco,Ranking Error,1
q_9271a3d54c931f18,how to share wireless with virtual pc,ms_marco,Semantic Miss,0
q_2671e41b2a64e88d,which snake is bigger anaconda or python,ms_marco,Ranking Error,1
q_43b2974c5c420e2e,what is a wetland restoration,ms_marco,Ranking Error,1
q_7a1692c5c5afa953,when should my insurance renewal be received,ms_marco,Ranking Error,1
q_3c46b4d1b108e681,how much does ups charge to notarize,ms_marco,Ranking Error,1
q_2dae371d8925b260,how is a whale like a human,ms_marco,Semantic Miss,0
q_441990412590ff6a,mars average surface temperature in celsius,ms_marco,Semantic Miss,0
q_5ee3ace443b29025,does alcohol aggravate osteoarthritis,ms_marco,Ranking Error,1
q_e017c117c6f399c2,what is fg in catheter,ms_marco,Ranking Error,1
q_a40359e04473de40,similarities between canada and switzerland,ms_marco,Ranking Error,1
q_d6ae6e769482d831,flagstone cost per square foot installed,ms_marco,Ranking Error,1
q_eb6e4acb6ca53d80,what are the four types of fossils,ms_marco,Semantic Miss,0
q_578e28323c889764,does anxiety have anything to do with adhd,ms_marco,Ranking Error,1
q_ea77370af2f315bf,what disease do cockroaches cause,ms_marco,Semantic Miss,0
q_1f126938229f1bd9,how to boil a perfect egg,ms_marco,Ranking Error,1
q_caf3a291ee189fb9,are yeezys ever going to be widely available,ms_marco,Ranking Error,1
q_92e9fde7969cde3e,types of particles and bonding in ionic compounds,ms_marco,Ranking Error,1
q_ed27716d56a9d6c6,what is the meaning of wright,ms_marco,Ranking Error,1
q_19c0c4ae29ce7791,how to find upper and lower limits of standard deviations from the mean,ms_marco,Ranking Error,1
q_45ef88fb1b2205a5,when did alcohol become illegal,ms_marco,Semantic Miss,0
q_3ecfe17d1d6bcb92,boy name that means mountain,ms_marco,Ranking Error,1
q_2f1958ca3bceca7f,what is pnp mean,ms_marco,Ranking Error,1
q_dfd941f40fdda185,does probiotics work for cat diarrhea,ms_marco,Ranking Error,1
q_f08d4d663295dcd4,how to price a tiling job,ms_marco,Ranking Error,1
q_f3dde59eacd52d76,characteristics of protists,ms_marco,Ranking Error,1
q_8050fa6d09366a02,when was come fly with me released,ms_marco,Ranking Error,1
q_0a24d3942184894e,what is difference between planned amounts and budgeted amounts,ms_marco,Ranking Error,1
q_aad8a10a912e4795,how often should you receive a tetanus shot,ms_marco,Ranking Error,1
q_d60cfa70a8a97adf,is proteus mirabilis normal flora,ms_marco,Ranking Error,1
q_24b8c7f89d151ce5,is dimethicone organic,ms_marco,Ranking Error,1
q_00b61608a640ea42,what is in a bratwurst,ms_marco,Semantic Miss,0
q_da0dc819cd601b9c,what is a poetry,ms_marco,Ranking Error,1
q_dcffd7c12984ec39,what is the prostate gland and what does it do,ms_marco,Semantic Miss,0
q_e7d18fbd405bf77e,what is the climate polar environment,ms_marco,Semantic Miss,0
q_8811aabdd3df58ef,can you transfer traditional ira into simple ira,ms_marco,Ranking Error,1
q_1c1cafb0e9f30ccc,what is the total fee for a petition,ms_marco,Ranking Error,1
q_84d295dd9dc14b8d,is phagocytosis autotrophic or heterotrophic,ms_marco,Ranking Error,1
q_e78ffbaac5a20423,cost to install hardwood floor,ms_marco,Ranking Error,1
q_e540e7a1e55015a5,what is a beta particle made up of,ms_marco,Ranking Error,1
q_f4851900fe16b33e,average cost to tile a shower,ms_marco,Ranking Error,1
q_7e576043020ec747,what function does the thyroid perform,ms_marco,Ranking Error,1
q_0a6a8b6d5b6d1d53,what is sinamay fabric,ms_marco,Ranking Error,1
q_cf21556b72b97d25,what if jury summons excuses confirmation notice,ms_marco,Ranking Error,1
q_190ea760af8bbb06,how long does it take for hair to grow back,ms_marco,Ranking Error,1
q_577d4c56ff750523,what is spontaneous radioactive decay,ms_marco,Ranking Error,1
q_be42cbc61845c6c0,what is a diocese,ms_marco,Ranking Error,1
q_7370f266bd2a9ce2,what is a kier,ms_marco,Ranking Error,1
q_d14182acc0d3199c,how to get dog hair off of clothes,ms_marco,Semantic Miss,0
q_0f0f0ad8e7047af5,what is pneumovax,ms_marco,Ranking Error,1
q_8c1fb0d7e0aaccc6,what are the three major groups of amphibians alive today,ms_marco,Semantic Miss,0
q_a0786d47a4128514,what team does adrian peterson play for,ms_marco,Ranking Error,1
q_639996ebf312f029,Init client,code_search_net,Ranking Error,1
q_a04ff1848d24da5c,where was spike lee born,ms_marco,Semantic Miss,0
q_adfba7060b35b59b,hormone that stimulates the development of the immune system and the production of lymphocytes,ms_marco,Ranking Error,1
q_5c85e59eaebd128f,how much salary in USA for GM of a restaurant?,ms_marco,Semantic Miss,0
q_f86808ed5a8d4abe,how much are the court fees for a divorce,ms_marco,Ranking Error,1
q_6e4a42a38d1d465a,what does disclosure mean under hipaa,ms_marco,Ranking Error,1
q_b5475ec3169d2922,What has has revolutionized biological and biomedical research and applications?,sciq,Ranking Error,1
q_dfe8aa643afd3d1d,one watt is equal to how many volt-amps,ms_marco,Ranking Error,1
q_038332311309e770,who invented the very first washing machine ever,ms_marco,Ranking Error,1
q_f7095b0c0200b6d5,is there such thing as a work spouse?,ms_marco,Ranking Error,1
q_6506b40e6036b60e,financial service designations,ms_marco,Ranking Error,1
q_081cc3b9710eb5a2,what is buccal midazolam,ms_marco,Ranking Error,1
q_c6f28b2250cb74ed,does msm and biotin change hair texture,ms_marco,Ranking Error,1
q_f2e603bf0317e5d3,meaning of the name mahasaya,ms_marco,Ranking Error,1
q_1de66b5140cd46bc,average condo association fees chicago,ms_marco,Semantic Miss,0
q_c8b3639a7c6fcafd,how much does a rent roll cost,ms_marco,Ranking Error,1
q_2776e3c6374b69f1,what is the link between alveoli and capillaries,ms_marco,Semantic Miss,0
q_47046eeb7ead7af5,how does pressure affect phase change,ms_marco,Ranking Error,1
q_fe2a8560b024626e,what process do plants use to break down the sugars they produce,ms_marco,Ranking Error,1
q_003560942b780e54,how to get cat dander out of a house,ms_marco,Ranking Error,1
q_135ba8f59c52277b,what causes a collapsed lung in a teenager,ms_marco,Ranking Error,1
q_446d2e215bc97c69,What did the analysis from the sediment deposits indicate?,squad,Ranking Error,1
q_6e88fcdcbf3603c4,what language do they speak in saudi arabia,ms_marco,Ranking Error,1
q_3db66def356ad198,how much does it cost to get retainers replace at western dental,ms_marco,Ranking Error,1
q_3db3937f796ae80d,Start the timer.,code_search_net,Ranking Error,1
q_57d6e845e1f1e45a,starting dose of neurontin,ms_marco,Ranking Error,1
q_d09c4323a77cab54,best natural sources of calcium,ms_marco,Ranking Error,1
q_daa0a41fac73e3d1,explain a muscle contraction,ms_marco,Ranking Error,1
q_4af5e8e147615dfc,what is produced from limestone,ms_marco,Semantic Miss,0
q_71ef59db9a56e524,what are amalgam filling made of,ms_marco,Semantic Miss,0
q_0bca7a1efe7c7707,What is the tectonic zone called where two plates come together?,sciq,Ranking Error,1
q_742e78c297061191,failure to configure windows update reverting,ms_marco,Semantic Miss,0
q_b5ce223764eae8d5,what is the hindi name for calotropis?,ms_marco,Ranking Error,1
q_910bab2a63b4345b,how much does a pregnancy cost without insurance,ms_marco,Ranking Error,1
q_c4cf2f53925bcb24,what is gaussian curve,ms_marco,Ranking Error,1
q_768cefdc66e2b06a,what kind of guitar does ray lamontagne play,ms_marco,Ranking Error,1
q_12a403f5b9632072,what is the stomach function,ms_marco,Ranking Error,1
q_e03b64dc5c5ac7cc,define altruism,ms_marco,Ranking Error,1
q_76134d921450507d,cost to repair brake pads,ms_marco,Ranking Error,1
q_231e51416da77b78,define contract employee,ms_marco,Semantic Miss,0
q_2c7cf76b5b34dca9,Stop listening.,code_search_net,Ranking Error,1
q_7221c137f60bae97,how to take apart pallets,ms_marco,Ranking Error,1
q_e14d1c57ff585b1e,average salary system engineer seattle wa,ms_marco,Ranking Error,1
q_b45c401410b15b84,What is notable about the Amazon forest when it is seen from space?,squad,Ranking Error,1
q_4f259a2b59dd8874,types of dimorphic fungi,ms_marco,Ranking Error,1
q_d838626f9bc4088d,average lifespan for collie,ms_marco,Semantic Miss,0
q_45c496ae01a5fb0c,name meaning companion,ms_marco,Ranking Error,1
q_5d0ccc7b992bcbdd,what does hss stand for,ms_marco,Semantic Miss,0
q_dc619cc0a669dae5,what kinds of flu are fatal,ms_marco,Ranking Error,1
q_0abe1f508a543f52,What causes strain in structures?,squad,Ranking Error,1
q_dca7e976a0a1ec68,do intralipids cause infections,ms_marco,Semantic Miss,0
q_d7861b8a810c99f5,where is endometrial ablation performed,ms_marco,Semantic Miss,0
q_675438c9b3296f7b,how long to cook sweet potatoes in the oven,ms_marco,Semantic Miss,0
q_7eae2df5b216d366,what does wallahi azeem mean,ms_marco,Ranking Error,1
q_c31f947daa205dab,irs publication origination fees,ms_marco,Ranking Error,1
q_4ae005d494f71896,what is cmos in computer,ms_marco,Ranking Error,1
q_37bbec4824202e18,what are marionberries,ms_marco,Ranking Error,1
q_6d9e5ba357395535,austin peay tuition cost,ms_marco,Ranking Error,1
q_78109752ba7576bd,how much does a nutritionist make a year,ms_marco,Ranking Error,1
q_9bc51ba5e006b375,how much does a carpenter charge per hour,ms_marco,Ranking Error,1
q_6e1b42189377b739,what does ambien do,ms_marco,Ranking Error,1
q_7e1021a0745428a2,What do you require to test a hypothesis?,sciq,Ranking Error,1
q_2fc7d266b4942630,What is the area where an electron is most likely to be found called?,sciq,Ranking Error,1
q_35bc36093847f847,how did they build the pyramids of egypt,ms_marco,Semantic Miss,0
q_163a1c957751bb8a,The Skylab had what type of equipment onboard that was supposed to be used in a different mission?,squad,Ranking Error,1
q_b4daba06b535d724,What protects reptiles from injury and loss of water?,sciq,Ranking Error,1
q_f131be641e5abc37,What is the NASUWT?,squad,Ranking Error,1
q_20052cd8a29311b5,What author did Tesla credit for his recovery?,squad,Ranking Error,1
q_90269e42078fb00c,what is bax,ms_marco,Ranking Error,1
q_743b3a63548a7421,what is the currency for cyprus,ms_marco,Ranking Error,1
q_bf0223230c00806b,what is the cerrados plain,ms_marco,Ranking Error,1
q_867c1fccba8c054d,talbots hourly wage,ms_marco,Ranking Error,1
q_4427500783dea784,average temperature jindabyne,ms_marco,Ranking Error,1
q_75e84786cb5dda4e,how much does truck broker make,ms_marco,Ranking Error,1
q_ba5a9e9da7a02818,name of toxic gases emitted by volcanoes,ms_marco,Ranking Error,1
q_bd2c3f6f1f08a8e7,how much does it cost to encapsulate placenta,ms_marco,Ranking Error,1
q_3ab3603e9509846c,what are signs of dementia,ms_marco,Semantic Miss,0
q_9271d6e103cc7f5a,what is the average cost to stretch carpet,ms_marco,Ranking Error,1
q_ace8dabc1cd03716,why are dragonflies called mosquito hawks,ms_marco,Ranking Error,1
q_625f36c02fe4d453,what age should children get the pneumococcal vaccine?,ms_marco,Ranking Error,1
q_64498f826aac3209,what is double fertilization,ms_marco,Ranking Error,1
q_90cee56588231b07,what part of the body does the coronary artery supply,ms_marco,Ranking Error,1
q_e2228391a29a88e0,what is a fuse,ms_marco,Ranking Error,1
q_e5f2c7726745ca12,normal range heart rate,ms_marco,Ranking Error,1
q_9cb6bb80e7339095,hurricanes in hawaii that did most damage,ms_marco,Semantic Miss,0
q_a8f5e10c15bc44f5,are american corns bad,ms_marco,Semantic Miss,0
q_06dd9c9f952ed43e,Save data.,code_search_net,Ranking Error,1
q_37d80f2f9007f1b1,what is prima facie,ms_marco,Ranking Error,1
q_8b885c43edf569de,average salary increase for bachelor's degree,ms_marco,Semantic Miss,0
q_7c63b37a7206f04c,what continent is saudi arabia,ms_marco,Ranking Error,1
q_fef8646371d69b7d,convert nm to ft lbf,ms_marco,Ranking Error,1
q_0e6d3fe3083810c7,what is paraffin,ms_marco,Ranking Error,1
q_298bfc59c1e629c9,incubation period for BKD,ms_marco,Ranking Error,1
q_ef4abe42fd7e84c5,what is nasal reflux,ms_marco,Ranking Error,1
q_0d95a7116061a0f1,what causes osteoarthritis flare up,ms_marco,Ranking Error,1
q_c8cede7f7d1b9a8b,where is hitlers crows nest located,ms_marco,Ranking Error,1
q_5877c263b39b3d5d,"What was the definition of professionals, for this study?",squad,Ranking Error,1
q_083263722c7afefe,how to take care aloe vera plant at home,ms_marco,Ranking Error,1
q_1efdbec32f4a78e6,what is egmont cheese,ms_marco,Ranking Error,1
q_8e0a918d7fb89827,cost to send a postcard,ms_marco,Ranking Error,1
q_b304b9fe4e969a32,average cost of merry maids,ms_marco,Ranking Error,1
q_dd5c18e5b8109099,What expression is generally used to convey upper or lower bounds?,squad,Ranking Error,1
q_b23606b38b656865,what is a gorge,ms_marco,Ranking Error,1
q_da32207b7b432ee1,what is the average human reaction time,ms_marco,Ranking Error,1
q_81b69c662de3a746,what is altitude training,ms_marco,Ranking Error,1
q_1da5207af2317b4f,how much do recruitment consultants earn,ms_marco,Ranking Error,1
q_c50d280a8be50692,is dyslexia hereditary,ms_marco,Ranking Error,1
q_00ce85b5c23d675d,"Who is the designer of the ""50?""",squad,Ranking Error,1
q_48fc53a7f39565c3,how much does a computer engineer earn,ms_marco,Semantic Miss,0
q_c85ac556da48437b,what structure is responsible for moving the chromosomes during mitosis,ms_marco,Ranking Error,1
q_d125c276189f8112,how to get stronger at home without weights,ms_marco,Ranking Error,1
q_894a0e39199383a2,sonic average pay,ms_marco,Ranking Error,1
q_96c1aa5029db21da,which hemisphere are the largest land masses found,ms_marco,Ranking Error,1
q_40ab09af9d0c068a,air handler replacement cost,ms_marco,Ranking Error,1
q_ed50acaeaaf6c550,What is another term for nearsightedness?,sciq,Ranking Error,1
q_13de8def3414fdcb,does playing tennis burn calories,ms_marco,Ranking Error,1
q_9eb5f7d95d48a893,what salary psychologist,ms_marco,Ranking Error,1
q_e9ef804541d4d22b,how much to charge for carpet cleaning,ms_marco,Ranking Error,1
q_73d63639dff68723,average cost of one physical therapy visit,ms_marco,Semantic Miss,0
q_42dc7411a117204e,what is amqp mqtt,ms_marco,Ranking Error,1
q_40ae548239df470b,what is biphasic action potential,ms_marco,Ranking Error,1
q_1cfbf87093f87743,who sings the song goodnight irene,ms_marco,Ranking Error,1
q_4db76b5b1ec79ccc,what is a squatter,ms_marco,Ranking Error,1
q_1f150e40d48cbeb1,what are the mosquito repellent herbs,ms_marco,Ranking Error,1
q_b5e668af54366677,What does burning wood release into the atmosphere?,sciq,Ranking Error,1
q_cc2cb241833f361c,average salary rugby player,ms_marco,Ranking Error,1
q_46f39a08117a6287,at what temperature does oxygen become liquid,ms_marco,Ranking Error,1
q_fac1622c2c858288,who is flavor flav,ms_marco,Ranking Error,1
q_9f62f81242688887,what is filtrate,ms_marco,Ranking Error,1
q_c04b87212ce033b4,reasons why fossil fuels are bad,ms_marco,Ranking Error,1
q_87cc4d7e5310fc36,what are the parathyroid hormones,ms_marco,Ranking Error,1
q_bf482b620e037e52,how much money does the accuplacer companies make,ms_marco,Ranking Error,1
q_9cda08b0670f678a,what is an amide,ms_marco,Semantic Miss,0
q_6a397480f934f4ba,what is considered a seizure of person under the fourth amendment,ms_marco,Ranking Error,1
q_5014a847849c0a34,how fast do bluegill grow,ms_marco,Ranking Error,1
q_9a6d1aa58c50ccf7,salary costs to employer,ms_marco,Semantic Miss,0
q_e0c80e8e6c8dfe67,which choice is an example of ethnicity,ms_marco,Ranking Error,1
q_d14402afce0f1b4c,Carbonic anhydrase plays what role to achieve a variety of results involving different organs?,sciq,Ranking Error,1
q_c3dd1d76bb8f283b,what is a chard in drugs,ms_marco,Semantic Miss,0
q_a3bc71dd0016b446,how long can you ferment yogurt,ms_marco,Ranking Error,1
q_036ae064e2d6c3f6,what causes abscess,ms_marco,Ranking Error,1
q_e5831207276db006,how much is a passport card,ms_marco,Ranking Error,1
q_e9bdbed6827dbaa7,who is the actress that plays beckett on castle,ms_marco,Ranking Error,1
q_adb26b07c67e42e9,how to cook swordfish in a pan,ms_marco,Ranking Error,1
q_26a28bf68267a0b4,What happens to old oceanic crust at convergent boundaries?,sciq,Semantic Miss,0
q_4c50c2f3f2018cf8,how much does it cost to run an electric pool heater,ms_marco,Semantic Miss,0
q_aa5f016cfc0f4ae8,what is the aqueous humor secreted by,ms_marco,Ranking Error,1
q_ffbcfc6dee3d6b23,do angiosperms have spores,ms_marco,Ranking Error,1
q_fafcc43cf2cec326,what is charmeuse fabric,ms_marco,Ranking Error,1
q_54fe307688abb39f,Who was Tesla trying to photograph when he accidentally took the X-Ray image?,squad,Ranking Error,1
q_21dbc7319753b567,what are the chances of rheumatoid arthritis if anti CCP is positive,ms_marco,Ranking Error,1
q_749ba61b89a297cf,what is acceptance contract law,ms_marco,Ranking Error,1
q_388c5cacd0c8d899,What entity owns V/Line?,squad,Ranking Error,1
q_489318c35c0801bb,what are epiphytes,ms_marco,Ranking Error,1
q_f3ad9bfb795fecf5,how much does a carpenter earn,ms_marco,Ranking Error,1
q_f6193b9093a4bf0f,average np salary in texas,ms_marco,Semantic Miss,0
q_f4eca4af46b8f2b8,describe the plants and animals found in the desert biome,ms_marco,Ranking Error,1
q_4fadc6d727100f36,biggest island in bahamas,ms_marco,Ranking Error,1
q_cef033f731ed2257,define human geography,ms_marco,Ranking Error,1
q_601b146185d2d5e5,is edta safe for everyone,ms_marco,Ranking Error,1
q_53e33e43178cda12,What nationality is the band Coldplay?,squad,Ranking Error,1
q_9fb5ed9012c293bf,where is your hamstring muscle located,ms_marco,Ranking Error,1
q_cb5ccc8f176ae1b9,what region is ecuador in,ms_marco,Ranking Error,1
q_6e871ad1be921ffa,in a standard normal distribution the mean is,ms_marco,Semantic Miss,0
q_ec1e74dc499efcfa,what is a silicone elastomer,ms_marco,Ranking Error,1
q_abc268a12ee901ff,what is similar to cholera,ms_marco,Ranking Error,1
q_b01cf791cda219ea,what is oleoresin,ms_marco,Ranking Error,1
q_8543b4f7c7be65dc,what general function does the skeletal system perform,ms_marco,Ranking Error,1
q_ed801bb9f31df15c,what color are split peas,ms_marco,Semantic Miss,0
q_1dbfc174ca6ffd93,lsat score range,ms_marco,Ranking Error,1
q_4b421df09c4d54eb,what does first-wave feminism argue for,ms_marco,Ranking Error,1
q_51a76b1e966927ba,where is energy located in the atp molecule,ms_marco,Ranking Error,1
q_60c1b429022b0f48,what is a gastritis,ms_marco,Semantic Miss,0
q_15448ef54032ec40,what is progressive reform,ms_marco,Ranking Error,1
q_c2d90d22b49cd32c,what are photography gels,ms_marco,Ranking Error,1
q_89f98dee36aaf2c0,how much do interns make at idexx,ms_marco,Ranking Error,1
q_316a5873577bed19,how many calories should a child eat,ms_marco,Ranking Error,1
q_b9d6a97ee4bccd71,what is in garcinia cambogia,ms_marco,Ranking Error,1
q_5b5ca4d01a30f8d9,Add tasks,code_search_net,Semantic Miss,0
q_90861fb62be23a98,what is the average distance a baseball can be thrown,ms_marco,Ranking Error,1
q_5a65817ac93495d1,When is the first reference in history to Warsaw?,squad,Ranking Error,1
q_68e119c005e66910,what type of landscape region is cusco,ms_marco,Ranking Error,1
q_ca31c7f6be8bb14f,average cost for a skilled nursing bed,ms_marco,Ranking Error,1
q_70c5811c9a6476e7,warrior archetype definition,ms_marco,Ranking Error,1
q_25f170e7285147b4,average cost to replace shocks and struts,ms_marco,Ranking Error,1
q_cb885277a75988d5,where is the endometrial cavity located,ms_marco,Ranking Error,1
q_31945ae9b622dd8a,Send request,code_search_net,Ranking Error,1
q_72bfcb69b6342047,what is used motherboard,ms_marco,Ranking Error,1
q_d3d1dd5673a778cd,what is sedan car means,ms_marco,Ranking Error,1
q_b1799ac7ca9ba3d9,what colors do strawberries come in,ms_marco,Semantic Miss,0
q_255ef9d012000c07,what happens when add turps to oil paint,ms_marco,Ranking Error,1
q_aa7e022be97f0442,addiction a disease or moral deficiency,ms_marco,Semantic Miss,0
q_439720e0f7e3927b,what is headless mode,ms_marco,Ranking Error,1
q_04db4f243d1a87dc,antidiuretic hormone affects the permeability of,ms_marco,Ranking Error,1
q_aefeaf47f68f1473,Sedimentary rocks that are formed partially by animals and plants are called what?,ms_marco,Ranking Error,1
q_fcb65bd8160cfde1,how long to robins nest,ms_marco,Ranking Error,1
q_e0c33149c542b35e,Generate model.,code_search_net,Ranking Error,1
q_b1d48fce38fe869e,controlled study definition,ms_marco,Ranking Error,1
q_c708aa1cbe2e3429,which branch of a spinal nerve is the widest in diameter,ms_marco,Ranking Error,1
q_22688140e12d995b,A kilocalorie of heat is required to raise the temperature of,ms_marco,Semantic Miss,0
q_1b4494cfd436f3a6,who and when was the sign language invented,ms_marco,Ranking Error,1
q_e8b9a2337a0e897f,lymphoid tissue definition,ms_marco,Ranking Error,1
q_2edc91607c2458a9,what is the starch in beans called,ms_marco,Ranking Error,1
q_9ccaba1a1e6ef5b2,what are the differences between a male and female pelvis,ms_marco,Semantic Miss,0
q_79da17d04748a1fe,what is the ciliospinal reflex,ms_marco,Ranking Error,1
q_9efdc3e559e1f274,how much transmission fluid,ms_marco,Semantic Miss,0
q_bff96ea7e919907d,what is the sodium limit per day,ms_marco,Ranking Error,1
q_ad36a1a8ebf64aec,what is wasting disease,ms_marco,Semantic Miss,0
q_b35f89f071ca49c9,how much money do NFL games bring in?,ms_marco,Ranking Error,1
q_0d946077d96b6b84,where do kookaburras live,ms_marco,Ranking Error,1
q_73c3f7a5db152fe9,what is a corrido,ms_marco,Ranking Error,1
q_fcce9e1aa9533449,what is responsible for peristaltic waves,ms_marco,Ranking Error,1
q_e461d972c390cb33,what is antisocial personality disorder,ms_marco,Ranking Error,1
q_465928cdbcb77626,what is physiology mean,ms_marco,Ranking Error,1
q_eaa6d3051130a07a,what year did jamestown settle,ms_marco,Semantic Miss,0
q_42cdf7be2f7b3b7f,is marble porous,ms_marco,Ranking Error,1
q_c5d84e1bf0051063,average cost for single storey extension,ms_marco,Ranking Error,1
q_d2aa3dd43aa2a55d,what is the average cost for a martial arts studio lease,ms_marco,Ranking Error,1
q_d5546bbba994826b,what does mobo stand for computer,ms_marco,Ranking Error,1
q_be935c856c262e92,ocwen mortgage phone number customer service,ms_marco,Ranking Error,1
