query,oracle_alpha,best_ndcg,ndcg_at_alpha1,curve_range,n_argmax_ties
how to condition leather baseball glove,0.5,1.0,1.0,0.36907024642854247,11
what city is the cove in,0.25,1.0,1.0,0.5,16
what does a camel eat,0.1,1.0,1.0,0.36907024642854247,19
lessening synonym,0.0,1.0,1.0,0.0,21
what is a crush,0.65,1.0,1.0,1.0,8
cardio neurogenic syncope symptoms,0.65,0.38685280723454163,0.38685280723454163,0.08582281157056043,8
what currency is used in Mexico,0.0,0.5,0.3333333333333333,0.16666666666666669,2
"the meaning of the king is dead, long live the king",0.0,1.0,0.6309297535714575,0.36907024642854247,8
in what decade did the decline of farm products begin,0.55,0.6309297535714575,0.6309297535714575,0.6309297535714575,10
what is a streamline refinance fha,0.3,0.38685280723454163,0.38685280723454163,0.030645620126519446,15
what city is the fog badge in,0.0,1.0,1.0,0.0,21
what is base appt,0.45,1.0,1.0,0.5,12
what is gonadal,0.5,0.6309297535714575,0.6309297535714575,0.2440769463369159,11
what are the newspapers in tyler,0.3,1.0,0.43067655807339306,0.5693234419266069,2
what are the newspapers in tyler,0.75,0.6309297535714575,0.6309297535714575,0.34186492725356965,6
what does the name jenica means,0.0,1.0,1.0,0.0,21
nim-standard definition,0.0,0.6309297535714575,0.5,0.13092975357145753,16
how many bar in psi,0.0,1.0,0.5,0.5,17
how long do you boil an ear of corn,0.0,0.0,0.0,0.0,21
what city is the kramer junction project at,0.0,0.6309297535714575,0.5,0.20025319549806447,6
what is a grassland,0.2,0.43067655807339306,0.43067655807339306,0.11521168128766429,12
theodora name meaning,0.0,1.0,0.6309297535714575,0.36907024642854247,15
theodora name meaning,0.6,0.5,0.43067655807339306,0.11314719276545837,7
largest mosque in usa,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what compound would dissolve polystyrene?,0.95,1.0,1.0,1.0,2
at what temperature does honey start crystallize,0.0,1.0,0.6309297535714575,0.36907024642854247,14
canadian passport phone number,0.0,1.0,1.0,0.0,21
how long at what temp to baking chicken pieces,0.0,1.0,0.3010299956639812,0.6989700043360187,7
"hotels in jackson, oh",0.0,1.0,1.0,0.0,21
cvs specialty toll free number,0.55,0.6309297535714575,0.6309297535714575,0.6309297535714575,10
what is a horned rabbit called,0.0,1.0,0.6309297535714575,0.36907024642854247,20
what is a horned rabbit called,0.9,0.38685280723454163,0.38685280723454163,0.38685280723454163,3
what is focal point,0.0,0.6309297535714575,0.38685280723454163,0.2440769463369159,8
what are debenture bonds?,0.35,1.0,1.0,0.6131471927654584,14
why does a balloon float in air,0.0,0.6309297535714575,0.3333333333333333,0.2975964202381242,7
emulsify meaning,0.7,0.5,0.5,0.5,7
what city is the university of nc at chapel hill?,0.4,1.0,1.0,0.36907024642854247,13
what does a heater do,0.55,1.0,1.0,1.0,10
is xavier university a catholic school,0.0,1.0,0.5,0.5,2
is kyogre a legendary,0.4,1.0,1.0,0.6131471927654584,13
how big is kangaroo island,0.0,0.6309297535714575,0.6309297535714575,0.13092975357145753,20
what every classroom teacher should know about dyslexia,0.5,1.0,1.0,0.5,11
"what city is windber,pa in",0.9,0.6309297535714575,0.6309297535714575,0.6309297535714575,3
is bismuth radioactive,0.0,1.0,1.0,0.0,21
lipid a causes which of the following symptoms,0.8,0.6309297535714575,0.6309297535714575,0.20025319549806447,5
what county is arden nc,1.0,1.0,1.0,0.5,1
cabbage raw vs cooked,0.0,1.0,0.43067655807339306,0.5693234419266069,8
cabbage raw vs cooked,0.0,0.38685280723454163,0.0,0.38685280723454163,6
what are some examples of other input devices?,0.0,0.0,0.0,0.0,21
what are some examples of other input devices?,0.0,1.0,1.0,0.0,21
what are some examples of other input devices?,0.0,0.0,0.0,0.0,21
what are some examples of other input devices?,0.0,0.0,0.0,0.0,21
treatment of how to stop styes,0.35,1.0,0.6309297535714575,0.5,11
types of research skills,0.6,1.0,1.0,1.0,9
what is folate good for,0.8,1.0,1.0,0.6845351232142712,5
is mitosis a example of sexual reproduction,0.5,1.0,1.0,0.6437928128919779,11
what city was soap tv show based on,0.15,1.0,0.6309297535714575,0.36907024642854247,10
weather in college park,1.0,1.0,1.0,0.5,1
what are the duties of the director of public works,0.0,1.0,0.6309297535714575,0.36907024642854247,12
what are the duties of the director of public works,0.6,1.0,1.0,0.5,9
is nylon a polymer,0.0,0.6309297535714575,0.6309297535714575,0.0,21
thermometer define,0.9,1.0,1.0,1.0,3
what is a corkscrew,0.55,0.6309297535714575,0.6309297535714575,0.2440769463369159,10
meaning of barbara,0.0,1.0,0.6309297535714575,0.36907024642854247,3
what is crisis counseling,0.9,1.0,1.0,1.0,3
altocumulus cloud definition,0.3,0.6309297535714575,0.6309297535714575,0.13092975357145753,14
appointment with foresters phone number,0.75,1.0,1.0,1.0,6
causes for a swollen neck,0.0,0.0,0.0,0.0,21
what is a business associate of a health care provider that is a covered entity,0.9,0.5,0.5,0.14379281289197782,3
types of celery plants,0.0,1.0,1.0,0.0,21
what is calamansi,0.0,1.0,0.3562071871080222,0.6437928128919779,13
what is in falafel,0.15,0.5,0.3562071871080222,0.14379281289197782,2
meaning of alteration,0.85,0.6309297535714575,0.6309297535714575,0.6309297535714575,4
what county is yacolt wa,0.65,1.0,1.0,0.36907024642854247,8
how many super bowls did fran tarkenton lose,0.0,1.0,1.0,0.0,21
what do enteroendocrine cells secrete,0.0,1.0,0.38685280723454163,0.6131471927654584,15
what is braintree,1.0,0.6309297535714575,0.6309297535714575,0.2975964202381242,1
what is braintree,0.2,0.6309297535714575,0.5,0.13092975357145753,16
what is braintree,0.0,1.0,1.0,0.0,21
how long should you warm up,0.0,1.0,1.0,0.0,21
largest waterpark in illinois,0.8,1.0,0.6309297535714575,0.36907024642854247,3
what are the organelles and their functions in plant cells?,0.0,0.0,0.0,0.0,21
what is a loop ileostomy,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,9
how long for bruise in eye to heal,1.0,0.5,0.5,0.5,1
is andy samberg married,0.05,0.5,0.43067655807339306,0.11314719276545837,5
how healthy is cucumber water,0.3,0.6309297535714575,0.3562071871080222,0.27472256646343535,2
what does the lower respiratory zone consist of,0.0,1.0,1.0,0.0,21
what is an immobilizer in a car,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
what ciwa stands for,0.0,1.0,0.5,0.5,15
is it good to go to sleep right after you eat,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
cost to breed gerbils,0.75,1.0,1.0,0.36907024642854247,6
what county is northwest md,0.3,1.0,1.0,1.0,15
the distance from one wave to the next is called _____.,0.0,1.0,1.0,0.0,21
weather in vienna austria,0.9,0.43067655807339306,0.43067655807339306,0.43067655807339306,3
how many cups is a quart,0.35,1.0,1.0,0.5693234419266069,14
picatinny arsenal lodging phone number,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what is alae in insurance terms,0.1,1.0,1.0,0.36907024642854247,19
temporal parietal damage,0.55,0.5,0.0,0.5,5
what is a protozoa,1.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,1
is edta safe,0.0,1.0,1.0,0.0,21
what hardware is in an xbox one,0.0,1.0,1.0,0.0,21
what class are opiates?,0.0,1.0,0.0,1.0,8
what is artificial boundaries,0.85,0.6309297535714575,0.6309297535714575,0.2975964202381242,4
what is cell mean,0.7,1.0,1.0,1.0,7
renters insurance florida prices,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what is a tinyurl,0.45,1.0,0.6309297535714575,0.6666666666666667,8
does chocolate cause heartburn,0.65,0.43067655807339306,0.3333333333333333,0.09734322474005974,3
what class are perch in,0.25,0.6309297535714575,0.6309297535714575,0.2440769463369159,16
what does a bankruptcy attorney charge,0.75,0.5,0.5,0.14379281289197782,6
what does a bankruptcy attorney charge,0.65,1.0,1.0,0.6131471927654584,8
can my employer pay my autoenrolment contribution,0.4,0.6309297535714575,0.43067655807339306,0.2440769463369159,3
"what county is addison,tx located",0.75,0.6309297535714575,0.6309297535714575,0.6309297535714575,6
what does fibroglandular breast tissue mean,0.0,1.0,0.6309297535714575,0.36907024642854247,12
what is cause and effect in reading,0.0,0.6309297535714575,0.0,0.6309297535714575,4
what is a upvc door,0.15,0.43067655807339306,0.38685280723454163,0.04382375083885143,11
what are degradable pollutants,0.65,1.0,1.0,0.5,8
what class cdl is a tow truck,0.75,0.6309297535714575,0.5,0.27472256646343535,1
james brown net worth when he died?,0.0,1.0,0.6309297535714575,0.36907024642854247,14
how did philip seymour hoffman die,0.65,1.0,1.0,0.6437928128919779,8
what are the natural gases,0.1,1.0,1.0,0.36907024642854247,19
what are green onions called in australia,0.2,0.5,0.43067655807339306,0.06932344192660694,7
what does marijuana feel like,0.95,0.6309297535714575,0.6309297535714575,0.6309297535714575,2
what is a symptom of hip bursitis,0.0,0.43067655807339306,0.38685280723454163,0.04382375083885143,12
what devices can run kodi,0.0,0.6309297535714575,0.5,0.13092975357145753,18
what class depreciation for a truck,0.15,0.38685280723454163,0.31546487678572877,0.07138793044881286,11
what doctor specialty handles a ganglion,0.2,0.6309297535714575,0.6309297535714575,0.20025319549806447,17
ingredients for sherbet,0.05,1.0,0.6309297535714575,0.36907024642854247,17
are peppers dicots,0.0,1.0,0.6309297535714575,0.36907024642854247,8
number of mormons in usa in the world?,0.0,1.0,0.6309297535714575,0.36907024642854247,5
how to clean my top load clothes washer,0.75,1.0,0.6309297535714575,0.5,4
what does means psychotropic,1.0,0.43067655807339306,0.43067655807339306,0.43067655807339306,1
what class drugs are opioids?,0.75,0.5,0.5,0.14379281289197782,6
what is a verb phrase AND noun phrase,0.0,1.0,0.6309297535714575,0.36907024642854247,17
legal definition of smuggling,0.0,1.0,1.0,0.0,21
what is a glp/gmp work environment,1.0,0.3562071871080222,0.3562071871080222,0.3562071871080222,1
what is etabs software,0.0,1.0,0.6309297535714575,0.36907024642854247,7
how much to blacktop my driveway,0.0,0.0,0.0,0.0,21
polished concrete floors residential cost,0.0,1.0,0.6309297535714575,0.36907024642854247,9
what causes weakness and tiredness,0.0,0.0,0.0,0.0,21
reproach definition,0.9,0.6309297535714575,0.6309297535714575,0.2975964202381242,3
what class is dicloxacillin,0.0,0.38685280723454163,0.3010299956639812,0.08582281157056043,14
bath fitter average cost,0.0,0.43067655807339306,0.43067655807339306,0.0,21
what is emergency contraception and how does it work,0.8,1.0,1.0,0.6845351232142712,5
what is emergency contraception and how does it work,0.0,0.5,0.38685280723454163,0.14379281289197782,6
largest fish caught in utah,0.8,0.38685280723454163,0.38685280723454163,0.38685280723454163,5
largest fish caught in utah,0.0,0.43067655807339306,0.43067655807339306,0.0,21
how much will i need to close on a house with fha,0.0,1.0,0.31546487678572877,0.6845351232142712,9
james city county population size,0.0,0.6309297535714575,0.3333333333333333,0.2975964202381242,2
is spyhunter safe,0.0,0.38685280723454163,0.3333333333333333,0.053519473901208314,18
phone number kroger pharmacy,0.4,0.5,0.5,0.11314719276545837,13
can humans get coccidia from dogs,0.25,1.0,0.6309297535714575,0.36907024642854247,15
what is cohering,0.3,1.0,1.0,0.5,15
how much can a check overdraft account,0.0,1.0,0.6309297535714575,0.36907024642854247,15
what enzyme is activated by phosphorylation hmg,0.0,1.0,0.6309297535714575,0.36907024642854247,19
what class is tarantula in,0.85,1.0,0.5,0.5,2
what is boarder baby,0.45,1.0,1.0,0.5693234419266069,12
what does dep cd mean on a bank statement,0.6,0.5,0.5,0.5,9
is the proximal convoluted tubule attached to the collecting duct?,0.0,1.0,1.0,0.0,21
"what county is goldfield, iowa in",0.0,1.0,1.0,0.0,21
weather in amsterdam in june,0.9,0.5,0.5,0.21093517368211212,3
cavalry definition,0.7,1.0,1.0,0.36907024642854247,7
how can i decrease my stomach,0.85,1.0,1.0,0.7109351736821121,4
most influential battles in history,0.0,1.0,1.0,0.0,21
what is arroz chaufa,0.05,1.0,1.0,0.36907024642854247,20
how long does an irs audit take,0.15,0.43067655807339306,0.31546487678572877,0.11521168128766429,11
what age can a child get chicken pox,1.0,1.0,1.0,0.6666666666666667,1
what exactly is solar energy,0.0,1.0,0.6309297535714575,0.36907024642854247,20
largo  is what county,0.7,1.0,1.0,0.36907024642854247,7
icd code for ostomy,0.0,0.0,0.0,0.0,21
icd code for ostomy,0.3,0.3333333333333333,0.0,0.3333333333333333,4
what is a role accountant,0.0,0.43067655807339306,0.2890648263178879,0.14161173175550518,8
how many years does it take to become a naturalized citizen in the us,0.8,1.0,1.0,1.0,5
what coins have the most silver,0.0,1.0,0.0,1.0,9
how much do claims support specialists make,0.75,0.5,0.5,0.5,6
is barak obama guy,0.05,1.0,1.0,0.5,20
what is centimeter,0.8,1.0,1.0,1.0,5
how early can a dr detect pregnancy,0.45,1.0,0.43067655807339306,0.5693234419266069,8
what classes are in science gpa,0.95,1.0,1.0,1.0,2
what can fossil evidence reveal about an organism?,0.0,0.3562071871080222,0.0,0.3562071871080222,3
what can fossil evidence reveal about an organism?,0.8,1.0,1.0,0.5,5
hyperventilate meaning,0.0,1.0,0.43067655807339306,0.5693234419266069,16
what county is webster ny,0.65,1.0,1.0,1.0,8
what are the differences between dementia and delirium?,0.0,0.3562071871080222,0.3562071871080222,0.0,21
aldi jobs pay scale,0.75,0.38685280723454163,0.38685280723454163,0.053519473901208314,6
enations definition,0.0,1.0,1.0,0.0,21
what classes do i need to take to become a anesthesiologist,0.95,0.5,0.5,0.5,2
what is a rebel,0.0,1.0,1.0,0.0,21
cost for facebook shares,0.0,0.0,0.0,0.0,21
salary review at nestle purina,0.2,1.0,1.0,0.36907024642854247,17
is neuropathy neurological,0.3,1.0,0.38685280723454163,0.6131471927654584,7
vitamin d in infants side effects,0.8,0.6309297535714575,0.6309297535714575,0.6309297535714575,5
vitamin d in infants side effects,0.0,0.6309297535714575,0.2890648263178879,0.34186492725356965,5
what is a  ledger,0.25,0.5,0.38685280723454163,0.1989700043360188,4
what classes do you take for nurse anesthesia,0.85,1.0,0.6309297535714575,0.5693234419266069,3
seattle best coffee franchise cost,0.0,1.0,1.0,0.0,21
boyds cave,0.95,0.6309297535714575,0.6309297535714575,0.2440769463369159,2
prevalence of insomnia in general population,0.8,0.5,0.43067655807339306,0.14379281289197782,4
how to view things stored on icloud,0.25,0.38685280723454163,0.3010299956639812,0.08582281157056043,5
how long does it take for a moon flower to bloom,0.35,1.0,0.6309297535714575,1.0,12
what is flovent diskus for?,0.25,1.0,1.0,0.5,16
what exercise to do to increase calf muscles,0.0,1.0,0.3333333333333333,0.6666666666666667,10
what is a mcp disease,0.05,0.6309297535714575,0.0,0.6309297535714575,2
what is a humidifier,0.0,1.0,1.0,0.0,21
what does an elevated a/g ratio mean,0.4,1.0,0.6309297535714575,0.6845351232142712,7
population distribution india,0.05,0.38685280723454163,0.3333333333333333,0.053519473901208314,7
what are people from serbia called,0.0,1.0,0.6309297535714575,0.36907024642854247,20
what county is san jose ca in?,0.0,1.0,0.43067655807339306,0.5693234419266069,12
meaning of bear in dreams,0.15,0.6309297535714575,0.6309297535714575,0.13092975357145753,18
types of mammals on iceland,0.0,1.0,1.0,0.0,21
what county is norwell ma,0.2,1.0,1.0,0.6131471927654584,17
what is insurance tpl,0.0,0.0,0.0,0.0,21
lone survivor filmed at what ski area,0.0,1.0,1.0,0.0,21
what is a walk-through item?,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
what is a quince,0.75,1.0,1.0,0.5693234419266069,6
what capabilities does a crt provide,0.85,1.0,1.0,1.0,4
wage garnishment in new mexico,0.0,1.0,1.0,0.0,21
cost to screen in lanai,0.0,0.3562071871080222,0.3333333333333333,0.022873853774688868,9
canara bank thalassery contact number,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what is btcs,0.0,0.38685280723454163,0.3562071871080222,0.030645620126519446,7
how long does a new factory car battery last?,0.25,0.6309297535714575,0.6309297535714575,0.32989975790747633,12
types of melodic motion,0.0,1.0,0.6309297535714575,0.36907024642854247,11
definitions of pain,0.15,1.0,1.0,0.5,18
what county is spring park mn in,0.75,0.5,0.5,0.18453512321427123,6
what is antacid made of,0.05,0.6309297535714575,0.43067655807339306,0.20025319549806447,13
joe calzaghe net worth,0.0,1.0,0.3562071871080222,0.6437928128919779,6
what does gossamer,0.1,0.6309297535714575,0.3562071871080222,0.27472256646343535,10
what is computer hibernation vs sleep,0.75,1.0,1.0,0.5,6
a gram is times as large as a milligram,0.25,1.0,0.5,0.5,12
what biome is the hoh rainforest,0.6,1.0,1.0,0.5,9
what is g-iii apparel,0.45,1.0,1.0,0.5693234419266069,12
what is icu psychosis,1.0,1.0,1.0,0.6437928128919779,1
what is icu psychosis,0.2,0.5,0.43067655807339306,0.11314719276545837,7
what channel is lsu on?,1.0,1.0,1.0,0.36907024642854247,1
is chocolate flammable,0.4,1.0,1.0,0.36907024642854247,13
statement of earnings definition,0.7,1.0,1.0,0.6666666666666667,7
what is a transmission station,0.0,0.0,0.0,0.0,21
what date are taxes due,1.0,1.0,1.0,1.0,1
typical cost of a orthodontic treatment in usa,0.0,0.6309297535714575,0.6309297535714575,0.0,21
definition for rub,0.0,0.3562071871080222,0.3333333333333333,0.022873853774688868,16
how to get rid of serve burn acne,0.5,0.5,0.3562071871080222,0.16666666666666669,4
average costs of arbitration,0.45,1.0,0.5,0.5,4
"was an american abolitionist, humanitarian, and an armed scout and spy for the united states army during the american civil war.",0.0,1.0,0.5,0.5,6
what climate is czech republic,0.7,1.0,1.0,0.36907024642854247,7
what is bruh mean,0.0,0.43067655807339306,0.43067655807339306,0.04382375083885143,19
salary range for research coordinator,0.4,1.0,0.5,0.5,11
how to force someone to marry you in skyrim,0.25,0.5,0.38685280723454163,0.16666666666666669,6
what are non-latex condems,0.75,0.6309297535714575,0.6309297535714575,0.2975964202381242,6
is philly a good place to live,0.6,1.0,1.0,1.0,9
what causes a whining noise in a car,0.3,0.6309297535714575,0.43067655807339306,0.20025319549806447,13
what causes a whining noise in a car,0.0,1.0,1.0,0.0,21
what causes a whining noise in a car,0.95,0.3562071871080222,0.3562071871080222,0.04074231032229342,2
what causes a whining noise in a car,0.9,0.38685280723454163,0.38685280723454163,0.07138793044881286,3
are white or red muscle fiber fast twitch?,0.05,1.0,0.6309297535714575,0.36907024642854247,16
adrenaclick price,0.0,0.5,0.5,0.11314719276545837,14
definition healthcare associated pneumonia,0.0,1.0,1.0,0.0,21
test plan and test strategy difference,0.0,0.3562071871080222,0.3562071871080222,0.0,21
what are the four foundation materials?,0.25,1.0,1.0,0.6131471927654584,16
what is colonialism,0.45,0.6309297535714575,0.6309297535714575,0.6309297535714575,12
what does routed mean,0.65,1.0,1.0,1.0,8
what county is city of fontana usd ca in,0.1,1.0,1.0,0.5,19
what climate type is cleveland ohio,0.0,1.0,1.0,0.0,21
highest baseball salary,0.8,0.38685280723454163,0.31546487678572877,0.07138793044881286,2
temperature control using pid,0.1,1.0,1.0,0.36907024642854247,19
what do do for muscle weakness,0.5,0.5,0.5,0.5,6
number of times trump.has played golf while in office,0.0,1.0,1.0,0.0,21
what are the roles of transcription and translation,0.0,0.6309297535714575,0.0,0.6309297535714575,1
what is cdc usb wiki,0.3,1.0,1.0,0.5,15
what are web programming language?,0.2,0.3333333333333333,0.31546487678572877,0.3333333333333333,13
how many years do you go back on resume,0.9,1.0,1.0,0.5693234419266069,3
ups tracking number track,0.95,0.5,0.5,0.1989700043360188,2
what is ddavp used for,0.1,1.0,1.0,0.36907024642854247,19
what is a money market bank account,0.25,0.6309297535714575,0.43067655807339306,0.20025319549806447,8
should you fertilize before rain,0.0,0.3333333333333333,0.31546487678572877,0.01786845654760455,5
how long after last drink does withdraw start,0.75,0.5,0.5,0.5,3
amazon number customer service number,0.7,1.0,1.0,1.0,7
what domain is not having a firewall,0.05,1.0,0.6309297535714575,0.36907024642854247,11
meaning ambiguous,0.75,1.0,1.0,0.6437928128919779,6
cost of in home care for elderly parent,0.7,1.0,0.6309297535714575,0.6845351232142712,1
what is anion gap in blood work,0.0,0.6309297535714575,0.43067655807339306,0.20025319549806447,19
thyroid test levels normal range,0.95,1.0,1.0,0.5,2
what is considered a criminal record,0.25,1.0,1.0,0.6131471927654584,16
number of students enrolled at louisiana tech,0.25,1.0,1.0,0.36907024642854247,16
what causes you to heat up and get cold close together,0.0,0.0,0.0,0.0,21
"what county is salem, ma",0.0,1.0,1.0,0.0,21
is smoking better than dipping,0.7,0.5,0.43067655807339306,0.14379281289197782,1
define stigma in biology,1.0,1.0,1.0,0.6131471927654584,1
how expensive is a chromebook?,0.75,0.6309297535714575,0.6309297535714575,0.6309297535714575,6
define business process,0.75,1.0,1.0,1.0,6
is ron reagan still married,0.8,0.38685280723454163,0.3333333333333333,0.053519473901208314,4
meaning of best friend,0.5,1.0,0.6309297535714575,0.5693234419266069,1
what determines whether income is california sourced,0.35,0.2890648263178879,0.2890648263178879,0.2890648263178879,14
canary wharf is in which london borough,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what does the word cordially mean,0.75,0.5,0.5,0.5,6
university of charleston campus,0.4,0.5,0.43067655807339306,0.06932344192660694,6
what does blisters and sores in the palm of your hand mean,0.8,0.6309297535714575,0.6309297535714575,0.31546487678572877,5
open hours for whole foods,0.8,0.6309297535714575,0.6309297535714575,0.13092975357145753,5
what does tpo roofing stand for,0.45,0.6309297535714575,0.6309297535714575,0.2440769463369159,12
what clouds are sometimes called mare's tail clouds,0.95,1.0,1.0,0.5693234419266069,2
how long does a child stay in a toddler bed,0.85,0.5,0.5,0.5,4
what are excellent credit scores,0.55,0.5,0.5,0.16666666666666669,9
what are the major parts of pns,0.95,0.31546487678572877,0.31546487678572877,0.31546487678572877,2
most famous living american actor,0.15,0.5,0.5,0.11314719276545837,18
is bridlington bay road carnaby near the bridlington beaches,0.0,1.0,0.43067655807339306,0.5693234419266069,17
what are haricot verts,0.55,1.0,1.0,0.6845351232142712,10
what club was saturday night fever filmed in,0.35,0.5,0.43067655807339306,0.14379281289197782,10
temperature for growing vegetables,0.35,0.6309297535714575,0.5,0.20025319549806447,3
what is a reconciliation,0.05,0.6309297535714575,0.38685280723454163,0.2440769463369159,15
are airline prices going up,0.05,0.6309297535714575,0.3562071871080222,0.27472256646343535,1
myelopathy symptoms spinal cord,0.4,0.3333333333333333,0.3010299956639812,0.03230333766935212,5
what clubs did mark calcavecchia use to win the boca raton championship,0.5,1.0,1.0,0.5,11
consumer reports harlan ia phone number,0.45,1.0,0.6309297535714575,0.6437928128919779,3
is magnesium good for plants,0.25,0.38685280723454163,0.3562071871080222,0.053519473901208314,12
what county is monroe or in?,0.55,1.0,1.0,0.7109351736821121,10
what is a security code on a mastercard,0.0,0.6309297535714575,0.6309297535714575,0.0,21
how do baby chicks need to be before turning loose,0.0,1.0,0.5,0.5,10
what is a minas,0.0,0.31546487678572877,0.0,0.31546487678572877,5
what county is o'fallon illinois in,0.25,0.6309297535714575,0.6309297535714575,0.13092975357145753,16
"what co is bolivar, tn in",0.8,1.0,1.0,0.6666666666666667,5
term for deficient level of oxygen,0.25,0.43067655807339306,0.43067655807339306,0.43067655807339306,15
prime rib roast hours per pound,0.85,0.6309297535714575,0.6309297535714575,0.27472256646343535,4
trdp cost,0.5,1.0,1.0,0.6131471927654584,11
how long is a weed high,0.45,1.0,0.6309297535714575,0.36907024642854247,11
best sealant for leak windshield,0.75,0.6309297535714575,0.6309297535714575,0.20025319549806447,6
what area code is 305,0.35,1.0,0.6309297535714575,0.6131471927654584,10
team cohesiveness definition,0.75,0.6309297535714575,0.6309297535714575,0.2975964202381242,6
what coach won season 13 of the voice,0.0,1.0,0.5,0.5,16
how many acres is dollywood,0.0,1.0,0.3333333333333333,0.6666666666666667,4
what are the fundamental fields in nature,0.0,1.0,1.0,0.0,21
literary cacophony definition,0.0,1.0,0.6309297535714575,0.36907024642854247,20
what color ties go with blue,0.0,1.0,0.6309297535714575,0.36907024642854247,20
si stock price,0.0,1.0,1.0,0.0,21
what age do you have to be to stay home alone,0.95,0.38685280723454163,0.38685280723454163,0.38685280723454163,2
longest day of the year new york,0.0,0.5,0.43067655807339306,0.06932344192660694,12
what are the characteristics of skeletal muscle,0.0,1.0,0.3333333333333333,0.6666666666666667,14
how old should puppies be before placing them in new homes,0.3,1.0,1.0,0.6437928128919779,15
can hemorrhoids block bowel movements,0.95,1.0,1.0,0.5,2
Monopolistic competition is a market structure in which firms produce a,0.0,1.0,1.0,0.0,21
providence va phone number,0.7,1.0,1.0,1.0,7
what is cord,0.8,1.0,1.0,1.0,5
what do flamingos eat,0.0,1.0,0.6309297535714575,0.36907024642854247,20
"what county is madison, nj",0.6,1.0,1.0,1.0,9
what is capitalism government,0.95,1.0,1.0,1.0,2
record on appeal definition,0.0,1.0,1.0,0.0,21
what county is stockton california located in,0.0,1.0,1.0,0.0,21
name meaning gavin,0.0,1.0,1.0,0.0,21
name meaning gavin,0.0,0.6309297535714575,0.5,0.13092975357145753,20
enclara fax number,0.0,1.0,1.0,0.0,21
dow chemical employees credit union routing number,1.0,0.5,0.5,0.06932344192660694,1
what has bella ramsey played in,0.05,1.0,0.6309297535714575,0.36907024642854247,18
is gender biological,0.0,0.5,0.3562071871080222,0.14379281289197782,11
is it cruel to keep cats in at night,0.0,0.38685280723454163,0.38685280723454163,0.0,21
price target for expedia,0.65,1.0,1.0,0.5693234419266069,8
what is cnbc worth,0.2,1.0,1.0,0.36907024642854247,17
what codes is reported for the introduction of an intracatheter into the retrograde brachial artery,0.0,1.0,1.0,0.0,21
definition prose,0.0,1.0,1.0,0.0,21
steps to take to become a radiation therapist,0.4,1.0,1.0,0.5,13
can you build big quads without squats,0.75,1.0,1.0,0.6437928128919779,6
meaning of honypot geographical,0.0,0.0,0.0,0.0,21
what county is newark tx,0.95,0.5,0.5,0.1989700043360188,2
what is a tuber,0.95,1.0,1.0,1.0,2
hotmail hacked account recovery number,0.0,1.0,0.5,0.5,10
"population of gackle, nd",0.05,1.0,0.6309297535714575,0.36907024642854247,19
what coding language is used for ios apps?,0.3,0.3333333333333333,0.31546487678572877,0.3333333333333333,14
possessive nouns,0.95,0.6309297535714575,0.6309297535714575,0.34186492725356965,2
does frontier charge for carryon,0.95,0.43067655807339306,0.43067655807339306,0.43067655807339306,2
what factors go into average handle time,0.0,1.0,1.0,0.0,21
meaning of billboard,0.4,1.0,0.5,0.5,5
how many years patent protection for drugs,0.0,1.0,1.0,0.0,21
how warm is 13 degrees celsius,0.0,0.6309297535714575,0.6309297535714575,0.0,21
long block engine definition,0.75,1.0,1.0,0.6666666666666667,6
what is computer program bonjour,0.0,1.0,0.38685280723454163,0.6131471927654584,17
what does occasional mean,0.75,0.6309297535714575,0.6309297535714575,0.6309297535714575,6
how long does it take a camcorder battery to charge,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,1
imtiaz ahmad cpa,1.0,1.0,1.0,0.6666666666666667,1
what color is empowerment,0.85,0.6309297535714575,0.6309297535714575,0.6309297535714575,4
symptoms after nasogastric tube,0.6,0.5,0.5,0.16666666666666669,9
what are bounty bars candy?,0.5,1.0,0.6309297535714575,0.5693234419266069,7
what is a trade call fee,0.8,0.38685280723454163,0.38685280723454163,0.053519473901208314,5
nissan rogue how many generations,0.2,1.0,1.0,0.36907024642854247,17
effect of sodium on kidneys,0.95,0.38685280723454163,0.38685280723454163,0.38685280723454163,2
daniel zovatto actor,0.0,0.6309297535714575,0.3562071871080222,0.27472256646343535,1
how to dissolve gallstones without surgery,0.0,0.38685280723454163,0.3562071871080222,0.030645620126519446,14
what instrument is used to collect humidity data?,0.0,0.6309297535714575,0.6309297535714575,0.0,21
what cognitive measures has exercise had a positive effect on in patients with adhd?,0.0,1.0,0.6309297535714575,0.36907024642854247,19
reasons why eriks football is affecting paul,0.3,1.0,1.0,0.36907024642854247,15
what is a flexor muscle,0.0,1.0,1.0,0.0,21
