Query,Dataset,Failure Type,Doc in Top-5
what kind of diversity is in grassland,ms_marco,Ranking Error,1
lowes flooring installation cost,ms_marco,Ranking Error,1
sr benefits analyst salary,ms_marco,Ranking Error,1
resting heart rate age range,ms_marco,Ranking Error,1
what are allspice berries,ms_marco,Ranking Error,1
how much does dog hip dysplasia surgery cost,ms_marco,Ranking Error,1
what canadian province is located between saskatchewan and ontario,ms_marco,Ranking Error,1
what kind of wax is on a baby belle cheese,ms_marco,Ranking Error,1
what did magna carta guarantee,ms_marco,Lexical Miss,0
what is the meaning of gould?,ms_marco,Ranking Error,1
what does a positive paternity test mean,ms_marco,Ranking Error,1
is sesame a legume,ms_marco,Ranking Error,1
what are slum dwellers,ms_marco,Semantic Miss,0
how to find upper and lower limits of standard deviations from the mean,ms_marco,Ranking Error,1
if i purchase a holiday using a credit card what am I covered for,ms_marco,Ranking Error,1
meaning of representation cost in salary budget,ms_marco,Ranking Error,1
average salary for primary school teacher,ms_marco,Lexical Miss,0
salary for qa manager,ms_marco,Ranking Error,1
how much does it cost to register a car in ct,ms_marco,Ranking Error,1
does tesla negotiate price,ms_marco,Ranking Error,1
what makes up the asthenosphere,ms_marco,Semantic Miss,0
what does hydrogen mean,ms_marco,Semantic Miss,0
What is the difference between heat capacity and specific heat?,ms_marco,Ranking Error,1
average weight of a romaine heart,ms_marco,Ranking Error,1
what is average cost for replacement windows,ms_marco,Lexical Miss,0
what weighs a tonne,ms_marco,Ranking Error,1
how long does it take for giant land snail eggs to hatch,ms_marco,Ranking Error,1
typical height and weight for twins,ms_marco,Ranking Error,1
policy analyst define,ms_marco,Semantic Miss,0
is enterococcus part of strep,ms_marco,Semantic Miss,0
at what age do males hit puberty,ms_marco,Ranking Error,1
what is tribulus,ms_marco,Ranking Error,1
normal range of oxygen saturation for adults,ms_marco,Ranking Error,1
what is slander law,ms_marco,Lexical Miss,0
how does batchgeo work,ms_marco,Semantic Miss,0
how to insert excel file to omron plc,ms_marco,Ranking Error,1
rna polymerase uses what as a template to synthesize what,ms_marco,Semantic Miss,0
why would you reject the null hypothesis,ms_marco,Ranking Error,1
is spotting a sign of pregnancy,ms_marco,Lexical Miss,0
what is squamous cell carcinoma,ms_marco,Ranking Error,1
what is sorrel used for,ms_marco,Ranking Error,1
what is erythema and what causes it,ms_marco,Lexical Miss,0
how much should i pay for a will,ms_marco,Lexical Miss,0
how long do i need to keep tax records individual,ms_marco,Ranking Error,1
what is trident,ms_marco,Ranking Error,1
what is jacketing,ms_marco,Semantic Miss,0
how many carbs in plain baked potato,ms_marco,Ranking Error,1
what biological factors determine an individual's telomere length,ms_marco,Ranking Error,1
what is a chemical reaction definition,ms_marco,Semantic Miss,0
what is a grackle,ms_marco,Lexical Miss,0
Genetic markers show the presence of a predisposition to a disease or condition by,ms_marco,Ranking Error,1
how to find when a website page was published,ms_marco,Ranking Error,1
what is meant by the term normal to the surface,ms_marco,Ranking Error,1
actor that played joker in the dark knight,ms_marco,Ranking Error,1
what is normal range for creatine,ms_marco,Semantic Miss,0
what does it mean when you dream about a spider crawling up your nostril,ms_marco,Ranking Error,1
what is tapd,ms_marco,Ranking Error,1
how much do coffered ceilings cost,ms_marco,Ranking Error,1
what is polarity,ms_marco,Ranking Error,1
average cost of a dental bridge,ms_marco,Ranking Error,1
the part in the lungs where oxygen enters the bloodstream are,ms_marco,Ranking Error,1
what is beriberi disease,ms_marco,Semantic Miss,0
what is horse chestnut,ms_marco,Semantic Miss,0
can a person with felony be a bartender in nj,ms_marco,Ranking Error,1
darian name meaning,ms_marco,Ranking Error,1
erudite divergent definition,ms_marco,Ranking Error,1
what is the punisher skull mean,ms_marco,Ranking Error,1
average cost for single storey extension,ms_marco,Ranking Error,1
what is mgp,ms_marco,Ranking Error,1
what kind of food do dogs eat,ms_marco,Ranking Error,1
why are some minerals more rare than others,ms_marco,Ranking Error,1
how much does it cost to expunge criminal record,ms_marco,Ranking Error,1
chemicals produced in plants that are characterized by their ability to induce cell elongation and cell division in stems,ms_marco,Semantic Miss,0
normal range heart rate,ms_marco,Ranking Error,1
how fast do gps satellites travel,ms_marco,Semantic Miss,0
what are ore concentrates examples,ms_marco,Ranking Error,1
what is a fabric that are dull,ms_marco,Ranking Error,1
what is a premium?,ms_marco,Ranking Error,1
meaning of name kartikeya,ms_marco,Ranking Error,1
what is a lei,ms_marco,Ranking Error,1
what is the average salary of a disney animator,ms_marco,Ranking Error,1
menorca average temperature october,ms_marco,Ranking Error,1
salary guide china university professor,ms_marco,Lexical Miss,0
what is a depository receipt,ms_marco,Ranking Error,1
what types of spores are produced by fungi,ms_marco,Ranking Error,1
who is the quarterback coach at michigan state college?,ms_marco,Ranking Error,1
average temperature juneau alaska june,ms_marco,Ranking Error,1
what are three types of structures that help protists move,ms_marco,Ranking Error,1
what does hypotension mean,ms_marco,Lexical Miss,0
how long to hatch chicken eggs,ms_marco,Ranking Error,1
assistant professor salary in turkey,ms_marco,Ranking Error,1
what is the longest english word,ms_marco,Ranking Error,1
why is traditional ira withdrawal taxable,ms_marco,Ranking Error,1
cost for relining dentures,ms_marco,Ranking Error,1
does the luteal phase ever change,ms_marco,Semantic Miss,0
what income can contribute to an ira,ms_marco,Ranking Error,1
shingles roofing cost,ms_marco,Ranking Error,1
different types of salivary glands,ms_marco,Ranking Error,1
what does tadasana mean,ms_marco,Ranking Error,1
how much does a social worker make in florida,ms_marco,Lexical Miss,0
what is the function of the nerve supply,ms_marco,Ranking Error,1
ovulation usually occurs on day _____ of a woman's cycle,ms_marco,Ranking Error,1
why is crude oil separated into,ms_marco,Ranking Error,1
what is alkaline phosphatase test,ms_marco,Ranking Error,1
what are geodes,ms_marco,Semantic Miss,0
who or what influenced shel silverstein,ms_marco,Ranking Error,1
global warming average temperature increase,ms_marco,Ranking Error,1
what county is destin florida located in,ms_marco,Ranking Error,1
las olas florida zip code,ms_marco,Ranking Error,1
who is owen roncon,ms_marco,Lexical Miss,0
what does a feather tattoo mean,ms_marco,Semantic Miss,0
what is barley malt,ms_marco,Ranking Error,1
how to become a cna in alabama,ms_marco,Ranking Error,1
what does phosphorus do plants,ms_marco,Ranking Error,1
cost of screening for ovarian cancer,ms_marco,Ranking Error,1
what type of volcano is fuego guatemala,ms_marco,Semantic Miss,0
which branch of government is responsible for interpreting laws,ms_marco,Semantic Miss,0
what is curry powder,ms_marco,Ranking Error,1
what did lauren st john do in her early life,ms_marco,Ranking Error,1
identity definition webster,ms_marco,Ranking Error,1
how many substitutes in a football team,ms_marco,Ranking Error,1
what is sterling silver,ms_marco,Ranking Error,1
food that contains toxins,ms_marco,Ranking Error,1
normal range for full blood count,ms_marco,Semantic Miss,0
corporate power definition,ms_marco,Ranking Error,1
how much to charge for dog sitting overnight,ms_marco,Semantic Miss,0
what kind of transfer degree do you need to become a civil engineer,ms_marco,Semantic Miss,0
how does the body detect outside temperature,ms_marco,Ranking Error,1
when will ryan mcdonagh return,ms_marco,Ranking Error,1
what does incited mean,ms_marco,Ranking Error,1
ending sentence with preposition example,ms_marco,Ranking Error,1
what happens to dopamine when taking antipsychotics drugs,ms_marco,Semantic Miss,0
meaning of name teia,ms_marco,Ranking Error,1
what is fire blight,ms_marco,Ranking Error,1
what type of membrane secretes mucus,ms_marco,Ranking Error,1
what is bioslim garcinia,ms_marco,Ranking Error,1
how early can you start to have maternity benefit,ms_marco,Ranking Error,1
do annelids have body segmentation,ms_marco,Lexical Miss,0
transfer case fluid change cost,ms_marco,Ranking Error,1
are arum lilies marginal,ms_marco,Ranking Error,1
where does the bilby live,ms_marco,Ranking Error,1
tips for living with knee pain,ms_marco,Ranking Error,1
rf cavity system,ms_marco,Semantic Miss,0
total carbs per day,ms_marco,Semantic Miss,0
how long can you store hard boiled eggs in fridge,ms_marco,Ranking Error,1
"if you have a rain barrel, don't you need a pump inside it?",ms_marco,Lexical Miss,0
what is tie dye made of,ms_marco,Ranking Error,1
how much cost to lay laminate flooring,ms_marco,Ranking Error,1
cost to change a delta flight,ms_marco,Ranking Error,1
what does an API do,ms_marco,Ranking Error,1
price per square foot for log homes,ms_marco,Ranking Error,1
what structure separates the frontal and parietal lobes,ms_marco,Ranking Error,1
what should a normal heart rate be,ms_marco,Ranking Error,1
average weight of a female cow,ms_marco,Ranking Error,1
how long is ferry from calais to dover,ms_marco,Ranking Error,1
cost of a baby per month on average,ms_marco,Ranking Error,1
how long do you boil shrimp?,ms_marco,Ranking Error,1
how much does it cost to live in a nursing home,ms_marco,Ranking Error,1
how long to steam asparagus in microwave,ms_marco,Ranking Error,1
what is papaver somniferum,ms_marco,Ranking Error,1
what are the tiny blood vessels that surround alveoli,ms_marco,Ranking Error,1
meaning of constitution,ms_marco,Ranking Error,1
cost for issuetrak,ms_marco,Ranking Error,1
how much money does medical doctor make in canada,ms_marco,Semantic Miss,0
how did the missouri compromise split the nation,ms_marco,Lexical Miss,0
estimate cost to build new home,ms_marco,Ranking Error,1
define qualified domestic relations order,ms_marco,Ranking Error,1
cost to waterproof shower,ms_marco,Ranking Error,1
what is a falafel,ms_marco,Ranking Error,1
when was eurocell founded,ms_marco,Ranking Error,1
what are bacterial virulence factors,ms_marco,Ranking Error,1
what is hyssop good for,ms_marco,Ranking Error,1
how long should i take acidophilus,ms_marco,Ranking Error,1
avg lifespan for rabbits,ms_marco,Semantic Miss,0
what is the sodium limit per day,ms_marco,Ranking Error,1
how to prevent cancer in boxers,ms_marco,Ranking Error,1
is pleurisy contagious,ms_marco,Ranking Error,1
what is a rife machine used for,ms_marco,Ranking Error,1
grassland ecosystem where in the world is it,ms_marco,Ranking Error,1
what are the unique characteristics of kingdom fungi,ms_marco,Ranking Error,1
what are young rabbits called,ms_marco,Ranking Error,1
what is mud horse,ms_marco,Ranking Error,1
what foods contain tryptophan,ms_marco,Semantic Miss,0
randa name meaning,ms_marco,Ranking Error,1
average cost to remodel small bathroom,ms_marco,Ranking Error,1
what kind of jobs did the anglo saxons have,ms_marco,Ranking Error,1
average cost of a puppy at a petland,ms_marco,Ranking Error,1
what structure is modified in crayfish,ms_marco,Ranking Error,1
when did orphan the screenplay come out,ms_marco,Ranking Error,1
how to protect furniture when moving house,ms_marco,Ranking Error,1
vw cambelt replacement cost,ms_marco,Ranking Error,1
is a peach tree an angiosperm,ms_marco,Ranking Error,1
max age pension couple per annum,ms_marco,Ranking Error,1
what did the southern colonies use slaves for,ms_marco,Ranking Error,1
is vanuatu in fiji,ms_marco,Ranking Error,1
how do you find the amount of cost of goods sold with the gross profit and net sale,ms_marco,Semantic Miss,0
what does geometric mean minimize,ms_marco,Ranking Error,1
average temp of a taiga,ms_marco,Ranking Error,1
what is artesian well,ms_marco,Lexical Miss,0
average cost to change water heater,ms_marco,Lexical Miss,0
foods that cause rheumatoid arthritis flare ups,ms_marco,Lexical Miss,0
how much does it cost to replace struts and shocks,ms_marco,Ranking Error,1
how long to cook pork rib tips in oven,ms_marco,Semantic Miss,0
do i need an esta to drive from canada to usa,ms_marco,Ranking Error,1
average cost to install carpet,ms_marco,Ranking Error,1
how much are zhu zhu pets,ms_marco,Ranking Error,1
what are amalgam filling made of,ms_marco,Semantic Miss,0
is poke salad poisonous,ms_marco,Ranking Error,1
does wipe data factory reset delete pictures,ms_marco,Lexical Miss,0
what does the hebrew word bakar mean,ms_marco,Ranking Error,1
average salary of a mortgage collector in california,ms_marco,Ranking Error,1
average wage for a professor at SFU,ms_marco,Ranking Error,1
does windows phones have apps,ms_marco,Semantic Miss,0
how to prepare to get an ultrasound,ms_marco,Lexical Miss,0
what is a borough,ms_marco,Ranking Error,1
primary secondary and tertiary sectors definition,ms_marco,Semantic Miss,0
what is the genus and species of ant,ms_marco,Ranking Error,1
what is the longest professional baseball game ever played,ms_marco,Ranking Error,1
cataract surgery price,ms_marco,Ranking Error,1
how long does a pool have to be to have a diving board,ms_marco,Semantic Miss,0
how long does crab meat last in the fridge,ms_marco,Ranking Error,1
what to do in chamonix in summer,ms_marco,Ranking Error,1
what does the trinity symbol mean,ms_marco,Ranking Error,1
what are birds closest relatives,ms_marco,Ranking Error,1
average temps in kentucky,ms_marco,Ranking Error,1
what is in root beer,ms_marco,Ranking Error,1
how can the speed of light be used to measure distance,ms_marco,Ranking Error,1
what is the element chromium,ms_marco,Ranking Error,1
what is communism quizlet,ms_marco,Semantic Miss,0
airport near providence ri,ms_marco,Ranking Error,1
what are zooxanthellae,ms_marco,Ranking Error,1
can i take antihistamines with doxycycline,ms_marco,Ranking Error,1
what is the characteristic of ionising radiations,ms_marco,Ranking Error,1
what ligaments and cartilage are in middle of chest,ms_marco,Ranking Error,1
age requirements for car rental,ms_marco,Semantic Miss,0
define angina pain,ms_marco,Semantic Miss,0
how to cook yellowfin tuna steaks,ms_marco,Ranking Error,1
how many calories do you burn in an insanity workout,ms_marco,Ranking Error,1
average cost of san diego state university,ms_marco,Ranking Error,1
how to take care aloe vera plant at home,ms_marco,Ranking Error,1
can you taxidermy your dog,ms_marco,Ranking Error,1
what property do solids and liquids share,ms_marco,Ranking Error,1
how do you include your salary requirements in a cover letter,ms_marco,Semantic Miss,0
what is highest average salary calculation,ms_marco,Semantic Miss,0
how many calories in a tablespoon of sugar,ms_marco,Semantic Miss,0
are yeezys ever going to be widely available,ms_marco,Ranking Error,1
how to make poach egg,ms_marco,Lexical Miss,0
how do you describe a proficient charge nurse,ms_marco,Semantic Miss,0
what is a dogo dog breed,ms_marco,Ranking Error,1
wikipedia is a crowdsourcing,ms_marco,Semantic Miss,0
how much does it cost to make an application for iphone,ms_marco,Ranking Error,1
what is theramine,ms_marco,Ranking Error,1
what is the cost per kwh of nuclear electricity,ms_marco,Ranking Error,1
average hours to learn how to drive,ms_marco,Ranking Error,1
salary of resident doctors in california area,ms_marco,Ranking Error,1
what is a pinecone,ms_marco,Ranking Error,1
how long does fresh steak keep in fridge,ms_marco,Ranking Error,1
psyllium husk fiber,ms_marco,Ranking Error,1
how much does an mri cost in dallas,ms_marco,Ranking Error,1
how long does it take become a pharmacist,ms_marco,Ranking Error,1
how to get index value of list in collection by passing a value in java,ms_marco,Semantic Miss,0
does anxiety have anything to do with adhd,ms_marco,Ranking Error,1
what is a virginia dmv control number,ms_marco,Semantic Miss,0
what disease does entamoeba histolytica cause,ms_marco,Ranking Error,1
causes of dysuria,ms_marco,Ranking Error,1
average cost of nylon wall to wall carpeting installed,ms_marco,Ranking Error,1
inside sales representative vs outside sales representative,ms_marco,Ranking Error,1
what is the meaning of the name samaria,ms_marco,Ranking Error,1
when did france surrender to germany,ms_marco,Lexical Miss,0
salary of construction workers in lima peru,ms_marco,Ranking Error,1
how did spiderman get his superpowers,ms_marco,Lexical Miss,0
who created the tesla car,ms_marco,Ranking Error,1
ufc membership cost,ms_marco,Ranking Error,1
cost of prolotherapy injections,ms_marco,Ranking Error,1
what is an os bond store,ms_marco,Ranking Error,1
ounces to quart,ms_marco,Ranking Error,1
definition of name raisa,ms_marco,Ranking Error,1
participation rate definition,ms_marco,Ranking Error,1
what does scalability mean in programming,ms_marco,Ranking Error,1
what is atrial myocardial function,ms_marco,Ranking Error,1
what do swollen glands indicate,ms_marco,Ranking Error,1
why was the napoleonic code significant,ms_marco,Lexical Miss,0
does alcohol affect the eyes,ms_marco,Ranking Error,1
what is speed of an object,ms_marco,Ranking Error,1
why was shays rebellion necessary,ms_marco,Ranking Error,1
what was the first fraternity ever,ms_marco,Ranking Error,1
how many yards do i need for a baby blanket,ms_marco,Semantic Miss,0
how far is santa marta colombia a bogota colombia,ms_marco,Ranking Error,1
salary by job australia,ms_marco,Semantic Miss,0
what is a disadvantage of leasing,ms_marco,Ranking Error,1
what is the salary and job outlook of a pharmacy technician,ms_marco,Semantic Miss,0
cost to drywall a room,ms_marco,Semantic Miss,0
who invented the motorcycle,ms_marco,Ranking Error,1
average salary radiologist tennessee,ms_marco,Semantic Miss,0
what are the different types of phenotypes,ms_marco,Ranking Error,1
costco laminate flooring installation cost,ms_marco,Semantic Miss,0
what illnesses are caused by salmonella,ms_marco,Semantic Miss,0
what is hemodynamics,ms_marco,Lexical Miss,0
How long do white tigers live,ms_marco,Ranking Error,1
medication percodan what condition,ms_marco,Ranking Error,1
what is bocce,ms_marco,Ranking Error,1
is wirra wirra aboriginal,ms_marco,Ranking Error,1
what does occult blood in urine mean,ms_marco,Ranking Error,1
what airport is closest to niagara falls,ms_marco,Ranking Error,1
how much to replace ipad screen,ms_marco,Ranking Error,1
where does Exocrine glands secrete their fluids,ms_marco,Lexical Miss,0
what is the biggest breed of horse,ms_marco,Semantic Miss,0
what airport is closest to the grand canyon,ms_marco,Ranking Error,1
how long does it take to recover from viral meningitis,ms_marco,Lexical Miss,0
what language do they speak in finland,ms_marco,Semantic Miss,0
what do the aegean civilizations include,ms_marco,Semantic Miss,0
what type of horse does ferrari use,ms_marco,Ranking Error,1
how did leonidas young die,ms_marco,Lexical Miss,0
frequency modulation maximum deviation,ms_marco,Ranking Error,1
cost for fiberglass inground pool,ms_marco,Ranking Error,1
cost to raise chickens,ms_marco,Ranking Error,1
what are the best scales for body weight,ms_marco,Ranking Error,1
what is GIK in logistics language,ms_marco,Ranking Error,1
should you fertilize before rain,ms_marco,Lexical Miss,0
what is longest word in english,ms_marco,Ranking Error,1
what is mf ceiling,ms_marco,Ranking Error,1
what is cramp,ms_marco,Ranking Error,1
what is a B69,ms_marco,Ranking Error,1
What do you have to do for a horse daily,ms_marco,Ranking Error,1
what are stick fleas,ms_marco,Ranking Error,1
what is phosphokinase creatine,ms_marco,Ranking Error,1
what is crest disease,ms_marco,Ranking Error,1
what is a goddess,ms_marco,Ranking Error,1
average cost to remove and replace concrete driveway,ms_marco,Semantic Miss,0
meaning of the name zoey,ms_marco,Ranking Error,1
where are dromedary camels found,ms_marco,Ranking Error,1
what is the human growth hormone used for,ms_marco,Semantic Miss,0
how much tylenol should i take,ms_marco,Ranking Error,1
how to figure out percentage by weight weight,ms_marco,Lexical Miss,0
what is sourdough starter,ms_marco,Ranking Error,1
how many hours a week does a pediatric surgeon work,ms_marco,Lexical Miss,0
cost attend yale,ms_marco,Semantic Miss,0
what is pmi mip funding fee,ms_marco,Semantic Miss,0
what is cns toxicity,ms_marco,Ranking Error,1
where is the three gorges dam located,ms_marco,Ranking Error,1
espionage act definition us history,ms_marco,Semantic Miss,0
what is electric charge physics,ms_marco,Ranking Error,1
what is athena the goddess of in greek mythology,ms_marco,Semantic Miss,0
what is gametogenesis,ms_marco,Ranking Error,1
how long to cook picnic ham in slow cooker,ms_marco,Ranking Error,1
why does my iphone keep going black,ms_marco,Ranking Error,1
volcanic and seismic processes definition,ms_marco,Ranking Error,1
how thick does concrete have to be for a driveway,ms_marco,Semantic Miss,0
what is the longest time it would take to become a physical therapist,ms_marco,Lexical Miss,0
how much does it cost to clean an oven,ms_marco,Ranking Error,1
what was tom roberts known for,ms_marco,Ranking Error,1
what does atenolol do,ms_marco,Ranking Error,1
how much to have a concrete sidewalk done,ms_marco,Ranking Error,1
is cumene a monomer,ms_marco,Semantic Miss,0
how to add symbol to font,ms_marco,Semantic Miss,0
how to incubate guinea fowl eggs,ms_marco,Semantic Miss,0
how many hours does a tick have to be attached for lyme disease,ms_marco,Ranking Error,1
Boundary definition,ms_marco,Ranking Error,1
how to restore data from another database in mysql,ms_marco,Ranking Error,1
alcohol as a depressant,ms_marco,Ranking Error,1
How long is cooked chicken good in a refrigerator,ms_marco,Ranking Error,1
average hourly wage for secretary,ms_marco,Ranking Error,1
why did the first battle of bull run happen,ms_marco,Ranking Error,1
why are alloys classified as mixtures,ms_marco,Ranking Error,1
what is omnicef for?,ms_marco,Ranking Error,1
delta airlines cancellation fee,ms_marco,Ranking Error,1
much tax will i pay,ms_marco,Ranking Error,1
what is an inherited disorder,ms_marco,Semantic Miss,0
hyaline cartilage definition,ms_marco,Ranking Error,1
absolute return definition,ms_marco,Ranking Error,1
australian geographic location,ms_marco,Semantic Miss,0
biological species consists of groups of,ms_marco,Ranking Error,1
what specific tasks do paramedics do,ms_marco,Ranking Error,1
how long does it take irs refund to be sent after return is approved,ms_marco,Semantic Miss,0
how to rename devices in google,ms_marco,Ranking Error,1
how to attach vpc aws,ms_marco,Ranking Error,1
the constitutional convention definition,ms_marco,Ranking Error,1
what was the first battle that the union won,ms_marco,Ranking Error,1
what are ice plants,ms_marco,Ranking Error,1
how many astronomical units away is alpha centauri,ms_marco,Ranking Error,1
what is founder's syndrome,ms_marco,Ranking Error,1
where is the island of patmos,ms_marco,Ranking Error,1
is lyme disease the cause of lupus,ms_marco,Ranking Error,1
how accurate is urine test for chlamydia,ms_marco,Ranking Error,1
how long should the pool circulation run,ms_marco,Ranking Error,1
driver side window motor replacement cost,ms_marco,Lexical Miss,0
town where ruins of machu picchu are located on which continent,ms_marco,Semantic Miss,0
what is porphyrin bilirubin,ms_marco,Ranking Error,1
how to pack a kitchen for a move,ms_marco,Ranking Error,1
types of toxins produced by snakes,ms_marco,Ranking Error,1
how much does it cost for a hog roast,ms_marco,Ranking Error,1
calories in a jumbo egg,ms_marco,Ranking Error,1
what continent is israel in,ms_marco,Semantic Miss,0
turkey bird is used many dishes,ms_marco,Ranking Error,1
how much does it cost to be cremated,ms_marco,Ranking Error,1
where is sargasso sea located,ms_marco,Ranking Error,1
how to cook swordfish in a pan,ms_marco,Ranking Error,1
what tissue is the heart made out of,ms_marco,Ranking Error,1
how long of not getting pregnant should you go to the doctor,ms_marco,Ranking Error,1
highest radiologist salary,ms_marco,Ranking Error,1
is limestone porous,ms_marco,Ranking Error,1
where cancun is located,ms_marco,Semantic Miss,0
are lymph nodes always involved in tumor spread,ms_marco,Semantic Miss,0
who was walt disney,ms_marco,Ranking Error,1
what is antidiuretic hormone and its function,ms_marco,Ranking Error,1
what age does baskin robbins hire,ms_marco,Ranking Error,1
how long does it take to implant a tooth,ms_marco,Ranking Error,1
what region is indiana in,ms_marco,Ranking Error,1
what is usenix,ms_marco,Ranking Error,1
what is the max deduction for charitable donations,ms_marco,Ranking Error,1
lancelot definition,ms_marco,Lexical Miss,0
what is a caucus,ms_marco,Ranking Error,1
how much does a director get paid,ms_marco,Lexical Miss,0
how long does it take to become an acupuncturist,ms_marco,Ranking Error,1
tiny house can i convert a modular home,ms_marco,Ranking Error,1
how to conclude a long essay,ms_marco,Ranking Error,1
what are phenotypes,ms_marco,Semantic Miss,0
what is an inflamed esophagus,ms_marco,Ranking Error,1
where does clownfish live,ms_marco,Ranking Error,1
chemical name sodium chloride,ms_marco,Ranking Error,1
what is the role of sodium in muscle contraction anatomy and physiology,ms_marco,Semantic Miss,0
what type of music did beethoven perform,ms_marco,Lexical Miss,0
average cost of CoolSculpting,ms_marco,Ranking Error,1
types of membranes found in a chloroplasts are called,ms_marco,Ranking Error,1
synonym for fee,ms_marco,Ranking Error,1
what causes the chemical reaction of carbonated water,ms_marco,Ranking Error,1
advantages caused by the trans- saharan trade routes,ms_marco,Ranking Error,1
how long to cook a smithfield marinated pork tenderloin,ms_marco,Ranking Error,1
how dna defines a person,ms_marco,Ranking Error,1
what is the cause of thalassemia,ms_marco,Semantic Miss,0
what % muscle is in your arm,ms_marco,Semantic Miss,0
does it hurt a baby to be born,ms_marco,Lexical Miss,0
do black holes grow,ms_marco,Ranking Error,1
what is ester gum,ms_marco,Lexical Miss,0
how long to grill thin steak,ms_marco,Semantic Miss,0
when do you send out rehearsal dinner invitations,ms_marco,Ranking Error,1
what city is closest to carlsbad caverns,ms_marco,Ranking Error,1
what type of muscle is considered to make up muscle fibers,ms_marco,Ranking Error,1
corrections bc salary,ms_marco,Ranking Error,1
typical weather of queenstown new zealand,ms_marco,Ranking Error,1
worst foods for rheumatoid arthritis,ms_marco,Ranking Error,1
what is brand archetype or essence,ms_marco,Ranking Error,1
how much does a middle class person make,ms_marco,Ranking Error,1
how long does a cat pregnancy last,ms_marco,Ranking Error,1
Which of the following is a product that is considered a commodity,ms_marco,Ranking Error,1
is a mri a test or imaging,ms_marco,Ranking Error,1
what is a hypothyroidism test done for,ms_marco,Ranking Error,1
what type grease is required for a centrifuge bearing,ms_marco,Ranking Error,1
how long to fast for blood work,ms_marco,Ranking Error,1
how long does it take to fry a pork chop,ms_marco,Ranking Error,1
how much does it cost to move a piano,ms_marco,Ranking Error,1
delusions definition schizophrenia,ms_marco,Semantic Miss,0
does medicare pay hearing aids,ms_marco,Lexical Miss,0
how much does a navy lieutenant make,ms_marco,Semantic Miss,0
what is saltpeter,ms_marco,Semantic Miss,0
what is cilantro good for,ms_marco,Ranking Error,1
cost to put a child up for adoption,ms_marco,Ranking Error,1
router for wireless internet connection walmart,ms_marco,Semantic Miss,0
how long does it take a cat to go into heat after giving birth,ms_marco,Ranking Error,1
how much does air bag deploy devalue a car,ms_marco,Ranking Error,1
meaning of the name mahasaya,ms_marco,Ranking Error,1
how much did lemmy drink,ms_marco,Ranking Error,1
what was the lend-lease act,ms_marco,Ranking Error,1
hourly salary at homegoods,ms_marco,Ranking Error,1
what does contemporaneous mean,ms_marco,Ranking Error,1
how much do electricians charge,ms_marco,Ranking Error,1
passing of stool with gas and pain many times a day,ms_marco,Semantic Miss,0
how long do you need to marinate ceviche,ms_marco,Ranking Error,1
how much of personality is genetic,ms_marco,Ranking Error,1
what is the primary somatosensory cortex responsible for,ms_marco,Semantic Miss,0
part of dna that carry hereditary information,ms_marco,Ranking Error,1
what are long whip like structures that are used for motion,ms_marco,Ranking Error,1
how to tell if phone is unlocked,ms_marco,Ranking Error,1
what is gme in dogs,ms_marco,Ranking Error,1
definition of presidential theory,ms_marco,Ranking Error,1
what temperature to cook roast lamb,ms_marco,Semantic Miss,0
boy name that means mountain,ms_marco,Ranking Error,1
can you have endometriosis and pcos,ms_marco,Ranking Error,1
- what type cartilage makes up the thyroid cartilage and cartilage rings of the trachea,ms_marco,Ranking Error,1
what type of quartz is there,ms_marco,Semantic Miss,0
what does a firewall do,ms_marco,Ranking Error,1
what are process of service desk,ms_marco,Ranking Error,1
meaning of gloom,ms_marco,Ranking Error,1
how much does gutter guard cost,ms_marco,Ranking Error,1
austin peay tuition cost,ms_marco,Ranking Error,1
HR officer average salary,ms_marco,Semantic Miss,0
xml interface definition,ms_marco,Lexical Miss,0
when was white pine village ludington established,ms_marco,Ranking Error,1
does ringworm itch,ms_marco,Ranking Error,1
what is goat,ms_marco,Ranking Error,1
cost to install chandelier,ms_marco,Ranking Error,1
how long is a parvo vaccine good for,ms_marco,Ranking Error,1
how long is a pediatrics residency,ms_marco,Lexical Miss,0
is the water meter next to the shut off valve,ms_marco,Ranking Error,1
who wrote the ukrainian anthem,ms_marco,Ranking Error,1
why does it say that JFK started affirmative action,ms_marco,Semantic Miss,0
disease caused by bacteria pathogen,ms_marco,Ranking Error,1
what is tectyl coating,ms_marco,Lexical Miss,0
what do dynamic routing protocols do,ms_marco,Ranking Error,1
what is maximum security prison,ms_marco,Semantic Miss,0
average temperature in virginia in winter,ms_marco,Ranking Error,1
how long does it take to walk a mile on average,ms_marco,Ranking Error,1
what was the battle of the lone pine,ms_marco,Semantic Miss,0
what are bunnies,ms_marco,Ranking Error,1
who was budding inventor,ms_marco,Ranking Error,1
irrigation cost estimate,ms_marco,Ranking Error,1
what is chayote squash,ms_marco,Ranking Error,1
what is polyurethane used for,ms_marco,Ranking Error,1
how much does an accountant cost for a small business,ms_marco,Lexical Miss,0
how many bugatti veyrons have been made,ms_marco,Ranking Error,1
who do you make check payable for nj state tax,ms_marco,Ranking Error,1
producer organism definition simple,ms_marco,Ranking Error,1
which of the following is typically true of soundtrack albums,ms_marco,Ranking Error,1
exegesis vs eisegesis,ms_marco,Ranking Error,1
mila j sister,ms_marco,Ranking Error,1
how to close a recessionary gap by fiscal policy,ms_marco,Lexical Miss,0
