dataset,query_idx,query_type,system,query,recall@1,recall@3,recall@5,mrr,latency_ms
MS-MARCO,255,exact,hybrid,meaning of name myah,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,256,exact,hybrid,when was lady jane grey born,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,257,exact,hybrid,how much will new brakes cost for my car,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,258,exact,hybrid,is there a age requirement to become ny corrections,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,259,exact,hybrid,best way to debug shell script,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,260,exact,hybrid,what artery supplies dorsal part of hand,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,261,exact,hybrid,what is ionic,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,262,exact,hybrid,how to wash clothes with mites,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,263,exact,hybrid,what is chyle leak,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,264,exact,hybrid,what is gaskin maneuver shoulder dystocia,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,265,exact,hybrid,is hepatitis classified as autoimmune disease,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,266,exact,hybrid,what is tetramethylammonium chloride used for,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,267,exact,hybrid,how to turn xerox printer online,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,268,exact,hybrid,what is nitrofurantoin used for,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,269,exact,hybrid,how long do artichoke seeds take to germinate,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,270,exact,hybrid,why does my gas pedal keep sticking,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,271,exact,hybrid,what general function does the skeletal system perform,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,272,exact,hybrid,which planets are considered twins,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,273,exact,hybrid,correlational study definition,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,274,exact,hybrid,silver rate today in vijayawada,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,275,exact,hybrid,what is contract furniture,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,276,exact,hybrid,cost of postage to france,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,277,exact,hybrid,how to cook swordfish in a pan,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,278,exact,hybrid,which range of mountains is growing the fastest the himalayas or the andes,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,279,exact,hybrid,what is gullah culture,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,280,exact,hybrid,size of postcards for us post office,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,281,exact,hybrid,types of connective tissue in the heart,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,282,exact,hybrid,can you buy a hat band to make a hat fit that is too small,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,283,exact,hybrid,what is an evaluation instrument,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,284,exact,hybrid,what is ipsec used for,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,285,exact,hybrid,socialist nations adopt features of capitalism. This theory is referred to as ________. quizlet,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,286,exact,hybrid,which kingdom contain all unicellular organisms,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,287,exact,hybrid,how much does it cost to add another cell phone to verizon,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,288,exact,hybrid,what is a pterodactyl dinosaur,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,289,exact,hybrid,is hilary duff an illuminati,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,290,exact,hybrid,what causes lung disease,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,291,exact,hybrid,source of radioactive gaseous radon in homes,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,292,exact,hybrid,average assistant director of nursing salary,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,293,exact,hybrid,absorption of blood from abdominal cavity,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,294,exact,hybrid,what does jule mean,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,295,exact,hybrid,why did tim hortons expand internationally,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,296,exact,hybrid,does a reduction agent become positive,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,297,exact,hybrid,what are is fibromyalgia,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,298,exact,hybrid,what is considered a good lsat score,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,299,exact,hybrid,xtandi cost per month,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,300,exact,hybrid,is cfs a disease,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,301,exact,hybrid,body systems affected by kidney stones,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,302,exact,hybrid,what is the equation for calculating density,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,303,exact,hybrid,what do you use to clean a keyboard,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,304,exact,hybrid,is reactive depression a mental illness,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,305,exact,hybrid,is basmati rice natural or processed,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,306,exact,hybrid,characteristics of spina bifida,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,307,exact,hybrid,does fish oil supplement contain DHA,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,308,exact,hybrid,salary for qa manager,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,309,exact,hybrid,what is nearsightedness called,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,310,exact,hybrid,pepita def,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,311,exact,hybrid,how much does ups charge to notarize,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,312,exact,hybrid,should you use a spirometer to increase lung capacity,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,313,exact,hybrid,what is pulmonary fibrosis symptoms,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,314,exact,hybrid,does goat cheese contain lactose,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,315,exact,hybrid,how much does a redo of rhinoplasty cost,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,316,exact,hybrid,what are young rabbits called,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,317,exact,hybrid,what are the uses of radon,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,318,exact,hybrid,cushing disease is caused by,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,319,exact,hybrid,consolute temperature meaning,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,320,exact,hybrid,Where is the river Danube and where is its source and length,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,321,exact,hybrid,what is spinosad,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,322,exact,hybrid,how long can nicotine be detected in blood,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,323,exact,hybrid,what is the grantor of a revocable trust,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,324,exact,hybrid,what is the blastula,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,325,exact,hybrid,what colours represent what emotions,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,326,exact,hybrid,why are elephants considered mammals,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,327,exact,hybrid,what is tax identification,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,328,exact,hybrid,what is a fabric that are dull,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,329,exact,hybrid,what was the main goal of the military reconstruction act,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,330,exact,hybrid,what is your spleen responsible for,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,331,exact,hybrid,similarities between due process and crime control models,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,332,exact,hybrid,what is konjac glucomannan,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,333,exact,hybrid,what does drostdy mean,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,334,exact,hybrid,talbots hourly wage,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,335,exact,hybrid,how to disable popups,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,336,exact,hybrid,what is prader willi syndrome caused by,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,337,exact,hybrid,what particles make up a proton,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,338,exact,hybrid,average age of women who get married,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,339,exact,hybrid,what is a balustrade,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,340,exact,hybrid,how to become a cna fast,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,341,exact,hybrid,which gene mutation is constitutive mutation gene regulation lac operon,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,342,exact,hybrid,what does rms mean,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,343,exact,hybrid,Possible health risks of consuming cilantro leaves,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,344,exact,hybrid,best way to find raikou in crystal,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,345,exact,hybrid,cost attend yale,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,346,exact,hybrid,how long does a felony conviction stay on your record in california,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,347,exact,hybrid,how much does student digs cost,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,348,exact,hybrid,define express included contract terms,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,349,exact,hybrid,how much is a lawyer on retainer,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,350,exact,hybrid,how to measure oven temperature,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,351,exact,hybrid,what kind of fossil is a petoskey stone,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,352,exact,hybrid,what is a novel,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,353,exact,hybrid,what do the arteries do in the respiratory system,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,354,exact,hybrid,can you connect your laptop to your xbox,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,355,exact,hybrid,what is a emg test,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,356,exact,hybrid,biological therapy definition,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,357,exact,hybrid,why is it called flatbush,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,358,exact,hybrid,what created the start of the manhattan project,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,359,exact,hybrid,do you store royal icing in the refrigerator,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,360,exact,hybrid,cost of screening for ovarian cancer,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,361,exact,hybrid,a common sodium deficiency is muscle cramps,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,362,exact,hybrid,where did ansel adams live,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,363,exact,hybrid,disease synonyms english,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,364,exact,hybrid,what does the air temperature controller do,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,365,exact,hybrid,how to get spin from a wedge shot,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,366,exact,hybrid,what makes a lava lamp work,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,367,exact,hybrid,can grapes cause canker sores,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,368,exact,hybrid,orthographic projection is a means of representing,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,369,exact,hybrid,tyre puncture repair cost,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,370,exact,hybrid,who invented the first jet plane,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,371,exact,hybrid,what is a lease agreement,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,372,exact,hybrid,what unit of wavelength is a de broglie,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,373,exact,hybrid,what temperature for pork ribs,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,374,exact,hybrid,what is albumin in urine,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,375,exact,hybrid,salary ranges for nurses,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,376,exact,hybrid,is contractor cost wages,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,377,exact,hybrid,what is smallest particle size a human eye can see,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,378,exact,hybrid,what is the going salary for market risk analyst,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,379,exact,hybrid,did prince have children,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,380,exact,hybrid,what are the differences between chromosome chromatid and chromatin,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,381,exact,hybrid,temperature required to stain a deck,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,382,exact,hybrid,what kind of diversity is in grassland,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,383,exact,hybrid,requirements to be a forensic toxicologist,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,384,exact,hybrid,what is scorpion fish adaptations,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,385,exact,hybrid,what is a nether crystal,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,386,exact,hybrid,what property do solids and liquids share,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,387,exact,hybrid,how long does it take to qualify for a home loan,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,388,exact,hybrid,what does rose quartz known for,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,389,exact,hybrid,what caused the great chinese famine,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,390,exact,hybrid,what does the name refugio mean?,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,391,exact,hybrid,cost of radon mitigation on a slab foundation,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,392,exact,hybrid,is dubai a desert,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,393,exact,hybrid,how long does it take to receive a insurance check,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,394,exact,hybrid,what is saturn second largest moon,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,395,exact,hybrid,what does sacramento republic fc mean,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,396,exact,hybrid,tablet android how to close application,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,397,exact,hybrid,is wollemi a town,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,398,exact,hybrid,what is a habitat of a wolf,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,399,exact,hybrid,is barcelona vs atletico madrid on tv,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,400,exact,hybrid,best tablet to reduce fever,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,401,exact,hybrid,what temperature to cook roast lamb,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,402,exact,hybrid,where is catalina island,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,403,exact,hybrid,when to claim parent as dependent,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,404,exact,hybrid,at what age can a fetus survive,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,405,exact,hybrid,should i wear a pad for discharge,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,406,exact,hybrid,meaning of name arman,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,407,exact,hybrid,what does the peripheral nervous system do,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,408,exact,hybrid,how can you tell if there is a problem with your transmission,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,409,exact,hybrid,what is there to do in penzance,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,410,exact,hybrid,cost of professional cleaning services,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,411,exact,hybrid,warning signs of someone contemplating suicide,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,412,exact,hybrid,what causes an upper respiratory infection,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,413,exact,hybrid,what is jati,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,414,exact,hybrid,tv character who sang the opening theme song,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,415,exact,hybrid,what is a retail buyer,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,416,exact,hybrid,how much does a pilot earn,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,417,exact,hybrid,what ligaments and cartilage are in middle of chest,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,418,exact,hybrid,what are the three types of vertebrae,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,419,exact,hybrid,what is physiology mean,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,420,exact,hybrid,what is the average pay for police officers vs the army,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,421,exact,hybrid,is a class a misdemeanor deportable offense to a residence,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,422,exact,hybrid,shedding tissues (carbuncles) in eye,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,423,exact,hybrid,what does algaecide do,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,424,exact,hybrid,sign and symptoms of pneumonia caused by bacillus subtilis,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,425,exact,hybrid,what is myasthenia gravis treatment,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,426,exact,hybrid,what kind of gravel is bad for a fish tank,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,427,exact,hybrid,what is south china tiger habitat location,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,428,exact,hybrid,how they verify overseas education,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,429,exact,hybrid,famous actors born in alaska,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,430,exact,hybrid,platelet count normal range,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,431,exact,hybrid,why is brassica rapa a good model organism,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,432,exact,hybrid,what diseases can skin rashes,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,433,exact,hybrid,what is oleoresin,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,434,exact,hybrid,pharmacist salary in oregon,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,435,exact,hybrid,price for chaco canyon entrance fee,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,436,exact,hybrid,who is jake mason,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,437,exact,hybrid,what age is recommended for a baby to fly,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,438,exact,hybrid,will a credit limit increase decline hurt your credit,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,439,exact,hybrid,how long should i steam crab legs,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,440,exact,hybrid,what factors could cause false positive for blood ethanol test,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,441,exact,hybrid,kilaya name meaning,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,442,exact,hybrid,what type of government did the bolsheviks established,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,443,exact,hybrid,who is the director of ncis,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,444,exact,hybrid,average nurse salary singapore,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,445,exact,hybrid,what is a shanty town,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,446,exact,hybrid,what is chain hotel,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,447,exact,hybrid,assistant professor salary in turkey,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,448,exact,hybrid,what type of government does djibouti have,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,449,exact,hybrid,what age can westies leave their mothers,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,450,exact,hybrid,what is polycythemia,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,451,exact,hybrid,how long does it take a guinea egg to hatch,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,452,exact,hybrid,html stop underline button text,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,453,exact,hybrid,average price of hernia surgery in chicago,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,454,exact,hybrid,neutrophil normal range,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,455,exact,hybrid,limit of aspirin dose for antiplatelet therapy,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,456,exact,hybrid,what is ferroelectric material,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,457,exact,hybrid,what creates earthquakes,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,458,exact,hybrid,how much does it cost to build house,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,459,exact,hybrid,bad gasoline how to clean carburetor,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,460,exact,hybrid,what is the main function of the superior vena cava,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,461,exact,hybrid,how much to pay for drywall work,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,462,exact,hybrid,lyme disease what determines geographical region,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,463,exact,hybrid,how much does it cost for varicose vein removal,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,464,exact,hybrid,what is chromatography,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,465,exact,hybrid,how fast do pandas run,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,466,exact,hybrid,two basic tissues of which the skin is composed are,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,467,exact,hybrid,jackie chan net worth,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,468,exact,hybrid,swamp definition,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,469,exact,hybrid,process procedure definition,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,470,exact,hybrid,what is a compound noun in english,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,471,exact,hybrid,how long does it take for a baby to be fully developed,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,472,exact,hybrid,how much does a afghan hound cost,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,473,exact,hybrid,how much does it cost to rebook a skills test,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,474,exact,hybrid,calories in a rasgulla,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,475,exact,hybrid,what is the average temperature in pei in july,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,476,exact,hybrid,what does it mean dysbacteriosis,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,477,exact,hybrid,cost to replace check valve on well pump,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,478,exact,hybrid,what is speed of an object,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,479,exact,hybrid,how long can you keep hard boiled eggs in the fridge before they go bad,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,480,exact,hybrid,what is a patent attorney,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,481,exact,hybrid,what is pregnyl used for,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,482,exact,hybrid,what is habu sake,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,483,exact,hybrid,does transcription require dna polymerase,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,484,exact,hybrid,barite is in what mineral group,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,485,exact,hybrid,tiny house can i convert a modular home,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,486,exact,hybrid,texas When does the legislature meet?,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,487,exact,hybrid,what is public health model,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,488,exact,hybrid,what is the alaskan delta mountain range,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,489,exact,hybrid,What are the symptoms and causes of conjunctivitis,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,490,exact,hybrid,what does viral infection means,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,491,exact,hybrid,why is genetic engineering bad for humans,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,492,exact,hybrid,"what are NK cells, scientific name",0.0,1.0,1.0,0.5,25.8647
MS-MARCO,493,exact,hybrid,are scissor jacks dangerous,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,494,exact,hybrid,what does the name colleen mean,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,495,exact,hybrid,what is echocardiogram test,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,496,exact,hybrid,where does king salmon live,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,497,exact,hybrid,what is the kaaba and where is it located,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,498,exact,hybrid,how long should lambs nurse till weaned,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,499,exact,hybrid,why is msg unhealthy,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,500,exact,hybrid,what is the one part of a nucleotide that differs,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,501,exact,hybrid,what can you find within the nucleus of a cell,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,502,exact,hybrid,what is naive,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,503,exact,hybrid,why did the first battle of bull run happen,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,504,exact,hybrid,In what form is carbohydrate stored in the body,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,505,exact,hybrid,what is websense,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,506,exact,hybrid,meaning dream of man lying in pool of blood,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,507,exact,hybrid,Motor neurons are considered to be what type of neurons,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,508,exact,hybrid,is the levator palpebrae superioris an extraocular muscle,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,509,exact,hybrid,what is an mri,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,510,exact,hybrid,state the names of two scientists who helped develop the periodic table,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,511,exact,hybrid,difference between greek and roman culture,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,512,exact,hybrid,what does altimeter mean,0.0,0.0,1.0,0.2,25.8647
MS-MARCO,513,exact,hybrid,what is the average salary of pilot in india,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,514,exact,hybrid,what is shown by a frequency polygon,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,515,exact,hybrid,what is usenix,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,516,exact,hybrid,what damage does nicotine do to your body,0.0,0.0,0.0,0.0,25.8647
MS-MARCO,517,exact,hybrid,how long does it take to drive from st louis to detroit,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,518,exact,hybrid,what is cetirizine hydrochloride,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,519,exact,hybrid,how much does it cost to join the masters golf club,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,520,exact,hybrid,which blood test is for folate,0.0,1.0,1.0,0.5,25.8647
MS-MARCO,521,exact,hybrid,what is the cause of HPV,1.0,1.0,1.0,1.0,25.8647
MS-MARCO,522,exact,hybrid,"average gas in harrisonburg, va",1.0,1.0,1.0,1.0,25.8647
MS-MARCO,523,exact,hybrid,what is the incubation period for chlamydia,0.0,0.0,1.0,0.25,25.8647
MS-MARCO,524,exact,hybrid,how tall was lebron james parents,0.0,1.0,1.0,0.3333333333333333,25.8647
MS-MARCO,525,exact,hybrid,how much do marketers earn,0.0,0.0,0.0,0.0,25.8647
